Species,Name,Current,RCP2.6,RCP2.6CSH,Type1,RCP6.0,RCP6.0CSH,Type2,RCP8.5,RCP8.5CSH,Type3
sp7064,Salix brachista,1013,1270,0.25,LR,1166,0.15,LR,907,-0.1,LR
sp7065,Salix brachista var. pilifera,88,20,-0.77,EN,20,-0.77,EN,27,-0.69,EN
sp7066,Salix burqinensis,28,18,-0.36,VU,16,-0.43,VU,11,-0.61,EN
sp7067,Salix caesia,1311,2060,0.57,LR,1785,0.36,LR,1896,0.45,LR
sp7068,Salix calyculata,650,1696,1.61,LR,1652,1.54,LR,1411,1.17,LR
sp7069,Salix calyculata var. gongshanica,343,1020,1.97,LR,965,1.81,LR,639,0.86,LR
sp7070,Salix capitata,1050,1316,0.25,LR,1824,0.74,LR,2385,1.27,LR
sp7071,Salix caprea,580,535,-0.08,LR,581,0,LR,317,-0.45,VU
sp7072,Salix capusii,2152,3320,0.54,LR,3077,0.43,LR,3569,0.66,LR
sp7073,Salix carmanica,1521,3105,1.04,LR,3756,1.47,LR,4282,1.82,LR
sp7074,Salix caspica,608,636,0.05,LR,673,0.11,LR,657,0.08,LR
sp7075,Salix cathayana,2443,4002,0.64,LR,4442,0.82,LR,4297,0.76,LR
sp7076,Salix cavaleriei,1336,1769,0.32,LR,1967,0.47,LR,2055,0.54,LR
sp7077,Salix chaenomeloides,3511,2776,-0.21,LR,1777,-0.49,VU,2385,-0.32,VU
sp7078,Salix chaenomeloides var. glandulifolia,357,1274,2.57,LR,1748,3.9,LR,1426,2.99,LR
sp7079,Salix characta,1327,2569,0.94,LR,2828,1.13,LR,2922,1.2,LR
sp7080,Salix cheilophila,4901,5846,0.19,LR,5850,0.19,LR,5443,0.11,LR
sp7081,Salix chienii,1772,2525,0.42,LR,2050,0.16,LR,1015,-0.43,VU
sp7082,Salix chingiana,21,2,-0.9,CE,4,-0.81,CE,27,0.29,LR
sp7083,Salix cinerea,956,1061,0.11,LR,1112,0.16,LR,1055,0.1,LR
sp7084,Salix clathrata,1409,2578,0.83,LR,2503,0.78,LR,2339,0.66,LR
sp7085,Salix coggygria,535,890,0.66,LR,784,0.47,LR,499,-0.07,LR
sp7086,Salix crenata,388,584,0.51,LR,496,0.28,LR,189,-0.51,EN
sp7087,Salix cupularis,1056,2717,1.57,LR,2795,1.65,LR,2901,1.75,LR
sp7088,Salix cyanolimnea,460,1053,1.29,LR,1149,1.5,LR,957,1.08,LR
sp7089,Salix daliensis,1503,2687,0.79,LR,2909,0.94,LR,2536,0.69,LR
sp7090,Salix daltoniana,1718,3001,0.75,LR,2871,0.67,LR,2645,0.54,LR
sp7091,Salix dalungensis,46,253,4.5,LR,235,4.11,LR,181,2.93,LR
sp7092,Salix dasyclados,3179,2604,-0.18,LR,2610,-0.18,LR,2285,-0.28,LR
sp7093,Salix delavayana,2078,2377,0.14,LR,2348,0.13,LR,2227,0.07,LR
sp7094,Salix delavayana var. pilososuturalis,389,1201,2.09,LR,1104,1.84,LR,1053,1.71,LR
sp7095,Salix denticulata,426,2900,5.81,LR,3111,6.3,LR,2109,3.95,LR
sp7096,Salix dibapha,730,1117,0.53,LR,1059,0.45,LR,923,0.26,LR
sp7097,Salix dissa,2294,3403,0.48,LR,4084,0.78,LR,4154,0.81,LR
sp7098,Salix dissa var. cereifolia,59,14,-0.76,EN,30,-0.49,VU,86,0.46,LR
sp7099,Salix divergentistyla,299,262,-0.12,LR,191,-0.36,VU,287,-0.04,LR
sp7100,Salix driophila,945,1756,0.86,LR,1948,1.06,LR,1850,0.96,LR
sp7101,Salix dunnii,2731,3133,0.15,LR,2846,0.04,LR,2341,-0.14,LR
sp7102,Salix eriocarpa,921,1459,0.58,LR,1565,0.7,LR,1932,1.1,LR
sp7103,Salix erioclada,1459,1401,-0.04,LR,1910,0.31,LR,1586,0.09,LR
sp7104,Salix eriostachya,407,882,1.17,LR,824,1.02,LR,594,0.46,LR
sp7105,Salix ernestii,1652,2160,0.31,LR,2186,0.32,LR,2097,0.27,LR
sp7106,Salix etosia,1962,2621,0.34,LR,3194,0.63,LR,2274,0.16,LR
sp7107,Salix fargesii,915,1155,0.26,LR,984,0.08,LR,556,-0.39,VU
sp7108,Salix fargesii var. kansuensis,607,565,-0.07,LR,514,-0.15,LR,359,-0.41,VU
sp7109,Salix faxonianoides,523,758,0.45,LR,747,0.43,LR,647,0.24,LR
sp7110,Salix fedtschenkoi,429,532,0.24,LR,533,0.24,LR,376,-0.12,LR
sp7111,Salix fengiana,333,282,-0.15,LR,349,0.05,LR,554,0.66,LR
sp7112,Salix fengiana var. gymnocarpa,165,1044,5.33,LR,989,4.99,LR,804,3.87,LR
sp7113,Salix flabellaris,1247,2538,1.04,LR,2505,1.01,LR,2338,0.87,LR
sp7114,Salix floccosa,590,1658,1.81,LR,1657,1.81,LR,1337,1.27,LR
sp7115,Salix floderusii,1144,1189,0.04,LR,1214,0.06,LR,708,-0.38,VU
sp7116,Salix fulvopubescens,31,37,0.19,LR,35,0.13,LR,31,0,LR
sp7117,Salix gilashanica,2131,4143,0.94,LR,4163,0.95,LR,3381,0.59,LR
sp7118,Salix glareorum,27,5,-0.81,CE,10,-0.63,EN,15,-0.44,VU
sp7119,Salix glauca,56,59,0.05,LR,26,-0.54,EN,9,-0.84,CE
sp7120,Salix gordejevii,2644,2405,-0.09,LR,1970,-0.25,LR,1967,-0.26,LR
sp7121,Salix gracilior,2872,3203,0.12,LR,3378,0.18,LR,3334,0.16,LR
sp7122,Salix gracilistyla,1603,2085,0.3,LR,2114,0.32,LR,1853,0.16,LR
sp7123,Salix guebriantiana,881,1791,1.03,LR,1885,1.14,LR,1762,1,LR
sp7124,Salix gyamdaensis,986,1689,0.71,LR,1634,0.66,LR,1515,0.54,LR
sp7125,Salix gyirongensis,406,653,0.61,LR,547,0.35,LR,18,-0.96,CE
sp7126,Salix haoana,639,847,0.33,LR,645,0.01,LR,405,-0.37,VU
sp7127,Salix hastata,220,121,-0.45,VU,85,-0.61,EN,36,-0.84,CE
sp7128,Salix heishuiensis,683,1426,1.09,LR,1669,1.44,LR,1890,1.77,LR
sp7129,Salix heterochroma,1826,3148,0.72,LR,3180,0.74,LR,1834,0,LR
sp7130,Salix heteromera,770,1347,0.75,LR,1471,0.91,LR,1341,0.74,LR
sp7131,Salix hirticaulis,750,1588,1.12,LR,1609,1.15,LR,1624,1.17,LR
sp7132,Salix hsinganica,1999,1924,-0.04,LR,1747,-0.13,LR,1282,-0.36,VU
sp7133,Salix humaensis,62,140,1.26,LR,114,0.84,LR,39,-0.37,VU
sp7134,Salix hupehensis,329,974,1.96,LR,674,1.05,LR,591,0.8,LR
sp7135,Salix hylonoma,2552,4059,0.59,LR,4324,0.69,LR,4032,0.58,LR
sp7136,Salix hypoleuca,2670,4205,0.57,LR,4573,0.71,LR,4277,0.6,LR
sp7137,Salix hypoleuca var. platyphylla,66,12,-0.82,CE,14,-0.79,EN,26,-0.61,EN
sp7138,Salix iliensis,465,642,0.38,LR,703,0.51,LR,393,-0.15,LR
sp7139,Salix inamoena,734,1026,0.4,LR,1117,0.52,LR,985,0.34,LR
sp7140,Salix insignis,690,597,-0.13,LR,555,-0.2,LR,539,-0.22,LR
sp7141,Salix integra,2436,3468,0.42,LR,3533,0.45,LR,3600,0.48,LR
sp7142,Salix jinchuanica,505,545,0.08,LR,399,-0.21,LR,106,-0.79,EN
sp7143,Salix jishiensis,261,1301,3.98,LR,1407,4.39,LR,1105,3.23,LR
sp7144,Salix juparica,495,3010,5.08,LR,3157,5.38,LR,3412,5.89,LR
sp7145,Salix juparica var. tibetica,316,1715,4.43,LR,1754,4.55,LR,1730,4.47,LR
sp7146,Salix kamanica,520,706,0.36,LR,786,0.51,LR,680,0.31,LR
sp7147,Salix kangdingensis,62,299,3.82,LR,260,3.19,LR,45,-0.27,LR
sp7148,Salix kangensis,339,852,1.51,LR,849,1.5,LR,899,1.65,LR
sp7149,Salix karelinii,874,801,-0.08,LR,722,-0.17,LR,643,-0.26,LR
sp7150,Salix kirilowiana,98,48,-0.51,EN,3,-0.97,CE,3,-0.97,CE
sp7151,Salix kochiana,1537,1124,-0.27,LR,759,-0.51,EN,603,-0.61,EN
sp7152,Salix kongbanica,334,68,-0.8,CE,85,-0.75,EN,14,-0.96,CE
sp7153,Salix koreensis,2322,1878,-0.19,LR,1987,-0.14,LR,2326,0,LR
sp7154,Salix koreensis var. shandongensis,54,2,-0.96,CE,9,-0.83,CE,4,-0.93,CE
sp7155,Salix koriyanagi,1394,2133,0.53,LR,2602,0.87,LR,2971,1.13,LR
sp7156,Salix kouytchensis,709,673,-0.05,LR,1295,0.83,LR,871,0.23,LR
sp7157,Salix kusanoi,80,429,4.36,LR,455,4.69,LR,262,2.28,LR
sp7158,Salix lamashanensis,119,91,-0.24,LR,167,0.4,LR,144,0.21,LR
sp7159,Salix lanifera,216,438,1.03,LR,359,0.66,LR,55,-0.75,EN
sp7160,Salix leveilleana,136,89,-0.35,VU,6,-0.96,CE,2,-0.99,CE
sp7161,Salix lindleyana,1895,2293,0.21,LR,2265,0.2,LR,1923,0.01,LR
sp7162,Salix linearistipularis,4145,4607,0.11,LR,4198,0.01,LR,4249,0.03,LR
sp7163,Salix liouana,701,2075,1.96,LR,3069,3.38,LR,2403,2.43,LR
sp7164,Salix longiflora,3422,4293,0.25,LR,4066,0.19,LR,3727,0.09,LR
sp7165,Salix luctuosa,2265,2595,0.15,LR,2802,0.24,LR,2775,0.23,LR
sp7166,Salix macroblasta,934,4884,4.23,LR,5136,4.5,LR,3987,3.27,LR
sp7167,Salix maerkangensis,277,1130,3.08,LR,1197,3.32,LR,362,0.31,LR
sp7168,Salix magnifica,947,2232,1.36,LR,2415,1.55,LR,2341,1.47,LR
sp7169,Salix magnifica var. ulotricha,520,1754,2.37,LR,2140,3.12,LR,2100,3.04,LR
sp7170,Salix maizhokunggarensis,588,1810,2.08,LR,1916,2.26,LR,1607,1.73,LR
sp7171,Salix matsudana,8772,8433,-0.04,LR,8329,-0.05,LR,8366,-0.05,LR
sp7172,Salix matsudana var. pseudomatsudana,145,70,-0.52,EN,95,-0.34,VU,165,0.14,LR
sp7173,Salix maximowiczii,904,1431,0.58,LR,1167,0.29,LR,571,-0.37,VU
sp7174,Salix medogensis,309,1218,2.94,LR,1139,2.69,LR,608,0.97,LR
sp7175,Salix mesnyi,2773,3505,0.26,LR,3363,0.21,LR,4128,0.49,LR
sp7176,Salix metaglauca,145,213,0.47,LR,169,0.17,LR,29,-0.8,CE
sp7177,Salix michelsonii,1468,2993,1.04,LR,3700,1.52,LR,4099,1.79,LR
sp7178,Salix microphyta,717,1149,0.6,LR,1206,0.68,LR,730,0.02,LR
sp7179,Salix microstachya,3728,3055,-0.18,LR,1781,-0.52,EN,1385,-0.63,EN
sp7180,Salix microstachya var. bordensis,2258,1906,-0.16,LR,1538,-0.32,VU,1963,-0.13,LR
sp7181,Salix mictotricha,1077,2798,1.6,LR,3048,1.83,LR,1762,0.64,LR
sp7182,Salix moupinensis,754,1644,1.18,LR,1778,1.36,LR,1336,0.77,LR
sp7183,Salix muliensis,1187,1451,0.22,LR,1480,0.25,LR,1307,0.1,LR
sp7184,Salix myrtillacea,2685,4531,0.69,LR,4576,0.7,LR,4387,0.63,LR
sp7185,Salix myrtilloides,757,971,0.28,LR,859,0.13,LR,263,-0.65,EN
sp7186,Salix myrtilloides var. mandshurica,1021,1258,0.23,LR,1105,0.08,LR,835,-0.18,LR
sp7187,Salix nankingensis,434,430,-0.01,LR,491,0.13,LR,324,-0.25,LR
sp7188,Salix neoamnematchinensis,400,1417,2.54,LR,1224,2.06,LR,1043,1.61,LR
sp7189,Salix neolapponum,219,239,0.09,LR,232,0.06,LR,74,-0.66,EN
sp7190,Salix nipponica,3540,3509,-0.01,LR,3188,-0.1,LR,3167,-0.11,LR
sp7191,Salix obscura,910,1328,0.46,LR,1331,0.46,LR,630,-0.31,VU
sp7192,Salix occidentalisinensis,1141,1229,0.08,LR,1285,0.13,LR,1178,0.03,LR
sp7193,Salix ochetophylla,689,1712,1.48,LR,1879,1.73,LR,1852,1.69,LR
sp7194,Salix omeiensis,545,395,-0.28,LR,440,-0.19,LR,560,0.03,LR
sp7195,Salix opsimantha,1187,2848,1.4,LR,2770,1.33,LR,2405,1.03,LR
sp7196,Salix oreinoma,1399,2845,1.03,LR,2795,1,LR,2527,0.81,LR
sp7197,Salix oreophila,635,1259,0.98,LR,1237,0.95,LR,781,0.23,LR
sp7198,Salix oreophila var. secta,40,523,12.08,LR,478,10.95,LR,13,-0.68,EN
sp7199,Salix oritrepha,2134,4516,1.12,LR,4280,1.01,LR,4377,1.05,LR
sp7200,Salix ovatomicrophylla,654,851,0.3,LR,773,0.18,LR,656,0,LR
sp7201,Salix paraflabellaris,455,1762,2.87,LR,1870,3.11,LR,1810,2.98,LR
sp7202,Salix paraphylicifolia,754,1718,1.28,LR,1745,1.31,LR,1664,1.21,LR
sp7203,Salix paraplesia,3007,4836,0.61,LR,4678,0.56,LR,4569,0.52,LR
sp7204,Salix paraplesia var. subintegra,26,332,11.77,LR,437,15.81,LR,466,16.92,LR
sp7205,Salix paratetradenia,767,1832,1.39,LR,1905,1.48,LR,1701,1.22,LR
sp7206,Salix pella,641,2403,2.75,LR,2574,3.02,LR,2451,2.82,LR
sp7207,Salix pentandra,3034,3028,0,LR,2758,-0.09,LR,1351,-0.55,EN
sp7208,Salix pentandra var. intermedia,171,101,-0.41,VU,92,-0.46,VU,28,-0.84,CE
sp7209,Salix permollis,569,1855,2.26,LR,2031,2.57,LR,1381,1.43,LR
sp7210,Salix phaidima,807,1463,0.81,LR,1375,0.7,LR,1208,0.5,LR
sp7211,Salix phanera,1170,2639,1.26,LR,2832,1.42,LR,2791,1.39,LR
sp7212,Salix phanera var. weixiensis,128,33,-0.74,EN,57,-0.55,EN,135,0.05,LR
sp7213,Salix pierotii,52,169,2.25,LR,221,3.25,LR,251,3.83,LR
sp7214,Salix pilosomicrophylla,132,1313,8.95,LR,1345,9.19,LR,1246,8.44,LR
sp7215,Salix piptotricha,118,23,-0.81,CE,42,-0.64,EN,56,-0.53,EN
sp7216,Salix plocotricha,974,2921,2,LR,3098,2.18,LR,3218,2.3,LR
sp7217,Salix polyclona,831,1655,0.99,LR,1385,0.67,LR,779,-0.06,LR
sp7218,Salix praticola,2125,1808,-0.15,LR,1568,-0.26,LR,1569,-0.26,LR
sp7219,Salix psammophila,2059,3652,0.77,LR,3845,0.87,LR,3675,0.78,LR
sp7220,Salix pseudolasiogyne,452,758,0.68,LR,699,0.55,LR,1016,1.25,LR
sp7221,Salix pseudopermollis,323,818,1.53,LR,1080,2.34,LR,736,1.28,LR
sp7222,Salix pseudospissa,251,4,-0.98,CE,0,-1,EX,1,-1,EX
sp7223,Salix pseudotangii,34,54,0.59,LR,69,1.03,LR,2,-0.94,CE
sp7224,Salix pseudowallichiana,1546,3706,1.4,LR,3668,1.37,LR,3396,1.2,LR
sp7225,Salix pseudowolohoensis,1182,3392,1.87,LR,3619,2.06,LR,2670,1.26,LR
sp7226,Salix psilostigma,995,2733,1.75,LR,2862,1.88,LR,1980,0.99,LR
sp7227,Salix pycnostachya,1025,872,-0.15,LR,830,-0.19,LR,697,-0.32,VU
sp7228,Salix pyrolifolia,1670,1452,-0.13,LR,1381,-0.17,LR,1118,-0.33,VU
sp7229,Salix qinghaiensis,624,1565,1.51,LR,1580,1.53,LR,1462,1.34,LR
sp7230,Salix qinghaiensis var. microphylla,41,3,-0.93,CE,18,-0.56,EN,44,0.07,LR
sp7231,Salix qinlingica,29,72,1.48,LR,122,3.21,LR,15,-0.48,VU
sp7232,Salix raddeana,2261,2292,0.01,LR,1864,-0.18,LR,1517,-0.33,VU
sp7233,Salix raddeana var. subglabra,32,72,1.25,LR,140,3.38,LR,180,4.63,LR
sp7234,Salix radinostachya,1088,2060,0.89,LR,2096,0.93,LR,1982,0.82,LR
sp7235,Salix radinostachya var. pseudophanera,110,37,-0.66,EN,50,-0.55,EN,108,-0.02,LR
sp7236,Salix rectijulis,217,192,-0.12,LR,70,-0.68,EN,70,-0.68,EN
sp7237,Salix rehderiana,3487,5087,0.46,LR,4733,0.36,LR,4154,0.19,LR
sp7238,Salix rehderiana var. dolia,973,1852,0.9,LR,1916,0.97,LR,1645,0.69,LR
sp7239,Salix resecta,720,1061,0.47,LR,1170,0.63,LR,981,0.36,LR
sp7240,Salix resectoides,1857,2946,0.59,LR,3110,0.67,LR,3066,0.65,LR
sp7241,Salix rhododendrifolia,1859,3026,0.63,LR,3030,0.63,LR,2719,0.46,LR
sp7242,Salix rhoophila,1278,1836,0.44,LR,1627,0.27,LR,1331,0.04,LR
sp7243,Salix rockii,145,1605,10.07,LR,1064,6.34,LR,738,4.09,LR
sp7244,Salix rorida,1847,2228,0.21,LR,2049,0.11,LR,1604,-0.13,LR
sp7245,Salix rorida var. roridiformis,869,1188,0.37,LR,1075,0.24,LR,622,-0.28,LR
sp7246,Salix rosmarinifolia,2707,2422,-0.11,LR,2045,-0.24,LR,1423,-0.47,VU
sp7247,Salix rosmarinifolia var. brachypoda,2126,1762,-0.17,LR,1623,-0.24,LR,1104,-0.48,VU
sp7248,Salix rosmarinifolia var. tungbeiana,410,393,-0.04,LR,727,0.77,LR,504,0.23,LR
sp7249,Salix rosthornii,3720,4152,0.12,LR,4130,0.11,LR,4514,0.21,LR
sp7250,Salix sachalinensis,1010,1937,0.92,LR,1912,0.89,LR,1427,0.41,LR
sp7251,Salix sajanensis,196,221,0.13,LR,244,0.24,LR,62,-0.68,EN
sp7252,Salix salwinensis,309,358,0.16,LR,358,0.16,LR,355,0.15,LR
sp7253,Salix saposhnikovii,790,961,0.22,LR,926,0.17,LR,1163,0.47,LR
sp7254,Salix schwerinii,3400,3905,0.15,LR,4044,0.19,LR,3640,0.07,LR
sp7255,Salix sclerophylla,2362,2787,0.18,LR,2844,0.2,LR,2697,0.14,LR
sp7256,Salix sclerophylla var. obtusa,49,9,-0.82,CE,2,-0.96,CE,1,-0.98,CE
sp7257,Salix sclerophylla var. tibetica,683,1219,0.78,LR,1306,0.91,LR,1310,0.92,LR
sp7258,Salix sclerophylloides,1995,2229,0.12,LR,2235,0.12,LR,1835,-0.08,LR
sp7259,Salix sericocarpa,553,871,0.58,LR,952,0.72,LR,905,0.64,LR
sp7260,Salix serpyllum,742,1532,1.06,LR,1680,1.26,LR,786,0.06,LR
sp7261,Salix shandanensis,448,595,0.33,LR,557,0.24,LR,484,0.08,LR
sp7262,Salix shihtsuanensis,376,572,0.52,LR,891,1.37,LR,451,0.2,LR
sp7263,Salix sikkimensis,387,485,0.25,LR,452,0.17,LR,168,-0.57,EN
sp7264,Salix sinica,2523,2911,0.15,LR,2824,0.12,LR,2645,0.05,LR
sp7265,Salix sinica var. dentata,1397,3714,1.66,LR,3639,1.6,LR,2987,1.14,LR
sp7266,Salix sinopurpurea,1078,991,-0.08,LR,754,-0.3,VU,656,-0.39,VU
sp7267,Salix siuzevii,3007,2418,-0.2,LR,2065,-0.31,VU,1668,-0.45,VU
sp7268,Salix skvortzovii,791,1257,0.59,LR,1339,0.69,LR,808,0.02,LR
sp7269,Salix songarica,671,1032,0.54,LR,1236,0.84,LR,1242,0.85,LR
sp7270,Salix souliei,2454,2691,0.1,LR,2375,-0.03,LR,2138,-0.13,LR
sp7271,Salix spathulifolia,1275,2123,0.67,LR,2655,1.08,LR,3162,1.48,LR
sp7272,Salix sphaeronymphe,1273,3437,1.7,LR,3271,1.57,LR,3161,1.48,LR
sp7273,Salix sphaeronymphoides,88,5,-0.94,CE,0,-1,EX,27,-0.69,EN
sp7274,Salix spodiophylla,1124,1422,0.27,LR,1437,0.28,LR,1228,0.09,LR
sp7275,Salix spodiophylla var. liocarpa,577,1388,1.41,LR,1501,1.6,LR,1374,1.38,LR
sp7276,Salix suchowensis,1059,1491,0.41,LR,1288,0.22,LR,1803,0.7,LR
sp7277,Salix sungkianica,1228,1524,0.24,LR,1312,0.07,LR,1287,0.05,LR
sp7278,Salix taishanensis var. hebeinica,834,777,-0.07,LR,813,-0.03,LR,1441,0.73,LR
sp7279,Salix taiwanalpina,29,37,0.28,LR,34,0.17,LR,28,-0.03,LR
sp7280,Salix takasagoalpina,48,98,1.04,LR,126,1.63,LR,58,0.21,LR
sp7281,Salix tangii,924,1111,0.2,LR,1090,0.18,LR,1009,0.09,LR
sp7282,Salix tangii var. angustifolia,39,4,-0.9,CE,48,0.23,LR,24,-0.38,VU
sp7283,Salix taoensis,1817,2326,0.28,LR,1827,0.01,LR,1873,0.03,LR
sp7284,Salix taraikensis,2825,2936,0.04,LR,2713,-0.04,LR,2229,-0.21,LR
sp7285,Salix tarbagataica,185,162,-0.12,LR,193,0.04,LR,243,0.31,LR
sp7286,Salix tenella,1091,1300,0.19,LR,1330,0.22,LR,1230,0.13,LR
sp7287,Salix tenella var. trichadenia,25,0,-1,EX,1,-0.96,CE,0,-1,EX
sp7288,Salix tenuijulis,1582,2878,0.82,LR,2565,0.62,LR,2925,0.85,LR
sp7289,Salix tetrasperma,1662,2386,0.44,LR,2571,0.55,LR,2814,0.69,LR
sp7290,Salix triandroides,590,1652,1.8,LR,1768,2,LR,1336,1.26,LR
sp7291,Salix trichocarpa,583,2059,2.53,LR,2289,2.93,LR,1635,1.8,LR
sp7292,Salix turanica,1584,1589,0,LR,1527,-0.04,LR,1688,0.07,LR
sp7293,Salix turczaninowii,120,41,-0.66,EN,19,-0.84,CE,3,-0.98,CE
sp7294,Salix vaccinioides,479,1178,1.46,LR,1247,1.6,LR,1244,1.6,LR
sp7295,Salix variegata,2896,3679,0.27,LR,4336,0.5,LR,5237,0.81,LR
sp7296,Salix vestita,38,84,1.21,LR,37,-0.03,LR,40,0.05,LR
sp7297,Salix wallichiana,4593,4476,-0.03,LR,4634,0.01,LR,3699,-0.19,LR
sp7298,Salix wallichiana var. pachyclada,172,110,-0.36,VU,51,-0.7,EN,36,-0.79,EN
sp7299,Salix wangiana,1653,2646,0.6,LR,2497,0.51,LR,2148,0.3,LR
sp7300,Salix warburgii,90,400,3.44,LR,491,4.46,LR,232,1.58,LR
sp7301,Salix wilhelmsiana,4405,4849,0.1,LR,4745,0.08,LR,5169,0.17,LR
sp7302,Salix wilhelmsiana var. latifolia,1411,1684,0.19,LR,1908,0.35,LR,1542,0.09,LR
sp7303,Salix wilsonii,3218,3480,0.08,LR,3350,0.04,LR,3500,0.09,LR
sp7304,Salix wolohoensis,1284,2235,0.74,LR,2331,0.82,LR,2098,0.63,LR
sp7305,Salix wuxuhaiensis,122,593,3.86,LR,544,3.46,LR,254,1.08,LR
sp7306,Salix xiaoguangshanica,198,892,3.51,LR,811,3.1,LR,306,0.55,LR
sp7307,Salix xizangensis,193,2377,11.32,LR,2498,11.94,LR,1809,8.37,LR
sp7308,Salix yanbianica,819,1784,1.18,LR,2157,1.63,LR,2249,1.75,LR
sp7309,Salix yumenensis,1031,962,-0.07,LR,774,-0.25,LR,753,-0.27,LR
sp7310,Salix zangica,259,193,-0.25,LR,173,-0.33,VU,177,-0.32,VU
sp7311,Salix zayulica,197,46,-0.77,EN,60,-0.7,EN,63,-0.68,EN
sp7312,Salix zhegushanica,840,1149,0.37,LR,1209,0.44,LR,1045,0.24,LR
sp7313,Salsola arbuscula,3668,3173,-0.13,LR,2917,-0.2,LR,2906,-0.21,LR
sp7314,Salsola laricifolia,2019,2232,0.11,LR,2318,0.15,LR,2288,0.13,LR
sp7315,Salweenia wardii,201,549,1.73,LR,495,1.46,LR,483,1.4,LR
sp7316,Sambucus williamsii,3860,2617,-0.32,VU,1877,-0.51,EN,1957,-0.49,VU
sp7317,Sapindus delavayi,1530,2909,0.9,LR,3073,1.01,LR,3294,1.15,LR
sp7318,Sapindus rarak,486,797,0.64,LR,741,0.52,LR,522,0.07,LR
sp7319,Sapindus rarak var. velutinus,375,624,0.66,LR,551,0.47,LR,344,-0.08,LR
sp7320,Sapindus saponaria,4701,5214,0.11,LR,5056,0.08,LR,5612,0.19,LR
sp7321,Sapindus tomentosus,288,538,0.87,LR,454,0.58,LR,628,1.18,LR
sp7322,Saprosma crassipes,107,188,0.76,LR,221,1.07,LR,161,0.5,LR
sp7323,Saprosma hainanense,56,104,0.86,LR,151,1.7,LR,265,3.73,LR
sp7324,Saprosma merrillii,45,7,-0.84,CE,16,-0.64,EN,26,-0.42,VU
sp7325,Saprosma ternatum,846,1013,0.2,LR,962,0.14,LR,1252,0.48,LR
sp7326,Saraca dives,326,354,0.09,LR,523,0.6,LR,1314,3.03,LR
sp7327,Saraca griffithiana,35,30,-0.14,LR,11,-0.69,EN,41,0.17,LR
sp7328,Sarcandra glabra,4081,4081,0,LR,3687,-0.1,LR,4190,0.03,LR
sp7329,Sarcandra glabra ssp. brachystachys,1525,1515,-0.01,LR,1223,-0.2,LR,1402,-0.08,LR
sp7330,Sarcochlamys pulcherrima,47,183,2.89,LR,297,5.32,LR,15,-0.68,EN
sp7331,Sarcococca hookeriana,3042,3568,0.17,LR,3486,0.15,LR,3212,0.06,LR
sp7332,Sarcococca longipetiolata,1732,2195,0.27,LR,1698,-0.02,LR,1539,-0.11,LR
sp7333,Sarcococca ruscifolia,3427,3661,0.07,LR,3462,0.01,LR,2833,-0.17,LR
sp7334,Sarcococca vagans,264,471,0.78,LR,522,0.98,LR,492,0.86,LR
sp7335,Sarcococca wallichii,714,2046,1.87,LR,2225,2.12,LR,1280,0.79,LR
sp7336,Sarcodum scandens,83,127,0.53,LR,177,1.13,LR,500,5.02,LR
sp7337,Sarcosperma arboreum,1528,2181,0.43,LR,2372,0.55,LR,2380,0.56,LR
sp7338,Sarcosperma kachinense,832,1932,1.32,LR,2765,2.32,LR,3906,3.69,LR
sp7339,Sarcosperma kachinense var. simondii,355,993,1.8,LR,959,1.7,LR,1024,1.88,LR
sp7340,Sarcosperma laurinum,1040,1143,0.1,LR,1246,0.2,LR,1377,0.32,LR
sp7341,Sargentodoxa cuneata,3793,3904,0.03,LR,3711,-0.02,LR,3326,-0.12,LR
sp7342,Sasa guangxiensis,77,6,-0.92,CE,84,0.09,LR,27,-0.65,EN
sp7343,Sasa longiligulata,137,243,0.77,LR,283,1.07,LR,328,1.39,LR
sp7344,Sasa sinica,220,155,-0.3,VU,75,-0.66,EN,7,-0.97,CE
sp7345,Sasa tomentosa,23,0,-1,EX,3,-0.87,CE,6,-0.74,EN
sp7346,Sassafras tzumu,2612,1292,-0.51,EN,740,-0.72,EN,690,-0.74,EN
sp7347,Saurauia cerea,547,1791,2.27,LR,1724,2.15,LR,681,0.24,LR
sp7348,Saurauia erythrocarpa,38,73,0.92,LR,79,1.08,LR,107,1.82,LR
sp7349,Saurauia griffithii,119,1511,11.7,LR,1652,12.88,LR,424,2.56,LR
sp7350,Saurauia griffithii var. annamica,119,1511,11.7,LR,1652,12.88,LR,424,2.56,LR
sp7351,Saurauia macrotricha,378,1501,2.97,LR,1723,3.56,LR,1192,2.15,LR
sp7352,Saurauia miniata,343,381,0.11,LR,197,-0.43,VU,808,1.36,LR
sp7353,Saurauia napaulensis,1444,2235,0.55,LR,2564,0.78,LR,2850,0.97,LR
sp7354,Saurauia polyneura,759,1671,1.2,LR,1387,0.83,LR,602,-0.21,LR
sp7355,Saurauia polyneura var. paucinervis,84,15,-0.82,CE,11,-0.87,CE,13,-0.85,CE
sp7356,Saurauia punduana,570,2760,3.84,LR,2916,4.12,LR,2278,3,LR
sp7357,Saurauia rubricalyx,135,1435,9.63,LR,1461,9.82,LR,441,2.27,LR
sp7358,Saurauia sinohirsuta,133,2030,14.26,LR,2257,15.97,LR,772,4.8,LR
sp7359,Saurauia thyrsiflora,732,373,-0.49,VU,404,-0.45,VU,1659,1.27,LR
