PAcode,PD.current,PD.future,PD_dis,Type,Latitude,Year,Area,Area_1,HP,HP_1,range,range_1,altitude,altitude_1,forest_current,forest_future,forest_dis
913,10215.33,4960.55,-5254.77,Negative,28.76,1987,31113,10.35,15.08,2.71,951,6.86,844.74,6.74,0.31,0.17,-0.14
914,10847.12,6272.77,-4574.34,Negative,28.82,1982,24800,10.12,7.12,1.96,1058,6.96,593.83,6.39,0.81,0.98,0.17
762,2166.86,1688.82,-478.04,Negative,28.68,2001,43000,10.67,20.39,3.02,75,4.32,46.99,3.85,0.37,0,-0.37
60,3813.09,398.78,-3414.31,Negative,28.46,1996,28719,10.27,11.25,2.42,630,6.45,397.46,5.99,0.87,0.08,-0.79
760,9849.26,4080.53,-5768.73,Negative,28.62,1993,17170,9.75,12.29,2.51,735,6.6,559.39,6.33,0.72,0.62,-0.1
637,6823.37,4726.21,-2097.16,Negative,28.24,2001,38800,10.57,13.13,2.57,2565,7.85,1564.25,7.36,0.6,0.52,-0.08
359,8634.7,7074.21,-1560.49,Negative,28.26,1994,48700,10.79,13.6,2.61,1306,7.17,1011.39,6.92,0.27,0.44,0.17
1112,9560.2,8501.22,-1058.98,Negative,28.04,1981,16007,9.68,8.57,2.15,1766,7.48,732.71,6.6,0.84,0.98,0.14
925,5683.31,2420.69,-3262.62,Negative,27.85,1982,14133,9.56,6.15,1.82,1878,7.54,3413.06,8.14,0.67,0.85,0.18
795,9546.42,7077.43,-2468.99,Negative,28.18,1989,26231,10.17,12.17,2.5,1028,6.94,1180.39,7.07,0.06,0.66,0.6
780,6950.56,2287.72,-4662.84,Negative,28.24,2003,13900,9.54,11.84,2.47,560,6.33,327.19,5.79,0.79,0.52,-0.27
320,7995.18,6031.74,-1963.43,Negative,28.05,2002,36522,10.51,14.28,2.66,1154,7.05,1067.89,6.97,0.12,0.38,0.26
924,9594.65,9394.58,-200.07,Negative,27.74,1979,56527,10.94,7.24,1.98,1873,7.54,915.08,6.82,0.88,0.97,0.09
321,5949.14,4335.62,-1613.52,Negative,27.7,2001,44128,10.69,13.62,2.61,2929,7.98,1978.49,7.59,0.13,0.28,0.15
923,13810.17,9775.61,-4034.56,Negative,27.9,1986,41960,10.64,8.77,2.17,2072,7.64,1029.55,6.94,0.06,0.74,0.68
611,8015.78,5250.82,-2764.97,Negative,27.7,1994,13867,9.54,8.83,2.18,869,6.77,436.37,6.08,0.92,0.88,-0.04
931,6697.7,2782.7,-3915,Negative,27.32,1985,21908,9.99,8.16,2.1,3270,8.09,3243.63,8.08,0.61,0.68,0.07
448,4718.7,3715.22,-1003.47,Negative,27.32,1984,20141,9.91,12.59,2.53,3350,8.12,1817.19,7.51,0.07,0.41,0.34
4,9490.98,5440.93,-4050.05,Negative,27.29,1980,30600,10.33,10.89,2.39,966,6.87,416.87,6.03,0.1,0.67,0.57
772,5791.24,2181.35,-3609.89,Negative,27.26,2000,22000,10,11.2,2.42,837,6.73,223.7,5.41,0.8,0.4,-0.4
1163,8598.52,4789.44,-3809.08,Negative,27.23,1992,58300,10.97,9.02,2.2,1159,7.06,441.11,6.09,0.77,0.89,0.12
323,4556.6,3245.74,-1310.86,Negative,26.88,2003,16300,9.7,16.3,2.79,2183,7.69,1909.62,7.55,0.28,0.48,0.2
344,7240.75,4009.42,-3231.33,Negative,26.48,1998,75894,11.24,11.1,2.41,2191,7.69,2648.21,7.88,0.64,0.7,0.06
1114,6996.74,2786.94,-4209.8,Negative,26.68,1988,4278,8.36,14.37,2.67,1189,7.08,461.49,6.13,0.54,0.77,0.23
37,13388.27,6525.58,-6862.68,Negative,26.59,1982,21720,9.99,11.58,2.45,1277,7.15,669.78,6.51,0.08,0.64,0.56
770,7879.39,4738.07,-3141.32,Negative,26.36,1995,18061,9.8,8.26,2.11,596,6.39,568.71,6.34,0.77,0.83,0.06
938,6426.03,7147,720.97,Positive,26.05,1988,133150,11.8,14.3,2.66,1183,7.08,2094.155,7.65,0.09,0.21,0.12
937,12948.54,9569.99,-3378.56,Negative,26.42,1982,47300,10.76,7.36,2,1401,7.24,1311.15,7.18,0.64,0.98,0.34
939,13671.15,7115.37,-6555.77,Negative,26.41,1982,14553,9.59,9.17,2.22,1629,7.4,669.55,6.51,0.12,0.66,0.54
773,6254.7,2257.71,-3997,Negative,26.28,2001,16100,9.69,10.86,2.39,415,6.03,315.45,5.75,0.85,0.39,-0.46
946,7578.05,6301.48,-1276.57,Negative,25.78,1981,79700,11.29,16.75,2.82,1917,7.56,2391.505,7.78,0.49,0.35,-0.14
38,15032.52,11361.24,-3671.28,Negative,26.28,1982,28670,10.26,7.3,1.99,1581,7.37,975.95,6.88,0.43,0.96,0.53
1104,12135.73,10191.17,-1944.56,Negative,25.96,1982,10974,9.3,7.24,1.98,1470,7.29,981.17,6.89,0.67,0.95,0.28
577,4699.59,5595.13,895.55,Positive,25.8,2001,26610,10.19,18.89,2.94,371,5.92,2043.95,7.62,0.15,0.1,-0.05
1141,14945.48,10190.99,-4754.49,Negative,25.89,1976,17009,9.74,7.56,2.02,1654,7.41,1005.58,6.91,0.07,0.98,0.91
747,11454.76,7189.14,-4265.61,Negative,25.82,1997,17105,9.75,6.55,1.88,1557,7.35,835.82,6.73,0.27,0.88,0.61
1092,15662.68,10253.29,-5409.39,Negative,25.62,1961,15133,9.62,6.88,1.93,1521,7.33,797.78,6.68,0.62,0.98,0.36
947,16356.41,10605.14,-5751.26,Negative,25.6,1982,47362,10.77,6.85,1.92,1408,7.25,571.89,6.35,0.29,0.89,0.6
954,8531.9,6757.44,-1774.46,Negative,25.38,1985,22169,10.01,9.07,2.2,1298,7.17,1028,6.94,0.75,0.98,0.23
965,3190.94,2521.39,-669.56,Negative,24.39,1986,100744,11.52,7.34,1.99,1813,7.5,1240.115,7.12,0.62,0.9,0.28
952,15611.35,5564.17,-10047.18,Negative,25.29,1982,75900,11.24,6.93,1.94,1052,6.96,507.26,6.23,0.14,0.88,0.74
951,16233.66,11080.26,-5153.4,Negative,25.17,1982,90400,11.41,8.24,2.11,1453,7.28,648.355,6.47,0.1,0.66,0.56
1094,14543.08,8909.14,-5633.95,Negative,25.31,1982,20066,9.91,8.77,2.17,1437,7.27,622.63,6.43,0.42,0.62,0.2
953,13963.05,7176.75,-6786.3,Negative,25.34,1982,36480,10.5,9.19,2.22,1422,7.26,693.06,6.54,0.23,0.66,0.43
1057,7761.94,4102.4,-3659.53,Negative,25.19,1995,14365,9.57,8.5,2.14,1223,7.11,564.88,6.34,0.85,0.67,-0.18
955,13410.35,3232.6,-10177.75,Negative,25.25,1986,21285,9.97,7.52,2.02,646,6.47,753.53,6.62,0.16,0.19,0.03
959,13410.35,3232.6,-10177.75,Negative,25.12,1996,10829,9.29,7.52,2.02,646,6.47,753.53,6.62,0.16,0.19,0.03
956,15153.68,5588.54,-9565.14,Negative,25.14,1982,25213,10.14,9.5,2.25,1379,7.23,715.935,6.57,0.51,0.55,0.04
969,8458.86,5923.89,-2534.97,Negative,24.26,1988,67700,11.12,8.42,2.13,2431,7.8,2034.89,7.62,0.73,0.58,-0.15
1079,13108.39,627.72,-12480.67,Negative,24.91,1982,42848,10.67,8.19,2.1,904,6.81,648.91,6.48,0.24,0.08,-0.16
962,12774.34,8367.83,-4406.52,Negative,24.97,1982,19833,9.9,8.1,2.09,1180,7.07,880.44,6.78,0.28,0.85,0.57
960,13410,7581.75,-5828.24,Negative,24.93,1984,58937,10.98,8.78,2.17,1650,7.41,858.09,6.75,0.29,0.71,0.42
355,8813.13,2368.61,-6444.53,Negative,24.96,1995,28000,10.24,12.62,2.54,374,5.92,160.39,5.08,0.62,0.37,-0.25
970,7056.84,6293.51,-763.33,Negative,24.46,1986,30938,10.34,11.57,2.45,1820,7.51,1763.61,7.48,0.62,0.54,-0.08
967,13256.82,2673.17,-10583.65,Negative,24.65,1982,20900,9.95,10.38,2.34,986,6.89,1064.75,6.97,0.22,0.28,0.06
964,14026.69,3488.27,-10538.42,Negative,24.78,1982,73090,11.2,8.13,2.1,901,6.8,432.41,6.07,0.12,0.63,0.51
963,13301.83,7743.24,-5558.59,Negative,24.88,1982,48000,10.78,9.01,2.2,1356,7.21,861.28,6.76,0.46,0.91,0.45
973,6177.95,4181.69,-1996.26,Negative,24.12,1986,15786,9.67,9.82,2.28,2302,7.74,2201.14,7.7,0.36,0.54,0.18
511,6429.65,4532.28,-1897.36,Negative,24.01,1999,182200,12.11,11.72,2.46,2103,7.65,1744.85,7.46,0.68,0.34,-0.34
971,11669.52,4058.21,-7611.31,Negative,24.57,1981,13412,9.5,8.32,2.12,998,6.91,587.55,6.38,0.51,0.9,0.39
575,4523.4,3199.94,-1323.46,Negative,23.95,1996,37000,10.52,8.36,2.12,1313,7.18,1281.99,7.16,0.39,0.38,-0.01
1143,12133.37,4069.97,-8063.4,Negative,24.47,1982,29800,10.3,5.92,1.78,1633,7.4,1101.73,7,0.29,0.26,-0.03
686,11215.39,2720.87,-8494.52,Negative,24.43,1987,21000,9.95,7.15,1.97,538,6.29,900.35,6.8,0.4,0.08,-0.32
1096,10598.95,4632.55,-5966.39,Negative,24.46,1998,33555,10.42,8.76,2.17,1460,7.29,400.13,5.99,0.47,0.59,0.12
724,6868.93,3201.06,-3667.87,Negative,24.25,1999,17827,9.79,11.35,2.43,547,6.3,266.3,5.58,0.74,0.2,-0.54
1162,14315.27,7623.04,-6692.24,Negative,24.08,1982,36000,10.49,9.46,2.25,1606,7.38,549.79,6.31,0.6,0.78,0.18
979,4860.31,3777.03,-1083.28,Negative,23.35,1980,50900,10.84,10.32,2.33,2232,7.71,1528.84,7.33,0.48,0.69,0.21
975,13731.28,2103.43,-11627.85,Negative,23.8,1982,81900,11.31,10.08,2.31,1323,7.19,656.93,6.49,0.17,0.13,-0.04
44,8027.38,3165.8,-4861.58,Negative,23.5,1989,22378,10.02,13.85,2.63,1915,7.56,1365.56,7.22,0.37,0.43,0.06
576,10020.98,2941.94,-7079.03,Negative,23.62,2000,15700,9.66,14.53,2.68,794,6.68,1074.36,6.98,0.41,0.07,-0.34
122,12350.3,3656.27,-8694.02,Negative,23.42,1982,27008,10.2,12.34,2.51,885,6.79,1067.15,6.97,0.31,0.07,-0.24
1161,12601.7,2620.93,-9980.77,Negative,23.4,1981,25600,10.15,12.85,2.55,1466,7.29,458.585,6.13,0.02,0.43,0.41
63,7044.78,3835.08,-3209.7,Negative,23.3,1998,20278,9.92,13.47,2.6,869,6.77,246.12,5.51,0.61,0.55,-0.06
985,12516.75,4346.17,-8170.58,Negative,22.8,1983,65100,11.08,7.54,2.02,2111,7.65,1529.15,7.33,0.45,0.68,0.23
443,10351.76,3337.46,-7014.3,Negative,22.93,1994,16200,9.69,12.53,2.53,2067,7.63,1566.09,7.36,0.61,0.54,-0.07
989,7027.03,733.75,-6293.28,Negative,22.91,1982,60100,11,9.5,2.25,457,6.12,300.74,5.71,0.06,0.12,0.06
984,13662.34,1410.09,-12252.25,Negative,22.81,1986,43993,10.69,9.73,2.28,1227,7.11,486.58,6.19,0.25,0.13,-0.12
1060,6949.33,4000.31,-2949.02,Negative,22.75,1982,25800,10.16,11.45,2.44,444,6.1,292.58,5.68,0.46,0.02,-0.44
46,1822.42,1704.81,-117.61,Stable,22.71,1983,60000,11,27.17,3.3,604,6.4,116.63,4.76,0.98,0.31,-0.67
991,8555.31,5563.18,-2992.12,Negative,21.87,1958,247439,12.42,7.56,2.02,1357,7.21,969.34,6.88,0.8,0.69,-0.11
410,4088.97,4112.17,23.2,Stable,22.59,1980,25578,10.15,14.46,2.67,310,5.74,143.85,4.97,0.16,0,-0.16
1098,9043.67,3219.59,-5824.08,Negative,22.35,1978,10369,9.25,10.17,2.32,382,5.95,209.34,5.34,0.04,0.08,0.04
993,13020.32,4438.13,-8582.18,Negative,21.91,1982,174500,12.07,9.42,2.24,1287,7.16,343.24,5.84,0.21,0.73,0.52
112,3015.48,2369.56,-645.92,Negative,21.87,2004,20000,9.9,23.56,3.16,356,5.87,33.32,3.51,0.28,0.07,-0.21
1097,1456.19,6804.99,5348.8,Positive,21.63,1986,35000,10.46,17.19,2.84,78,4.36,23.165,3.14,0.03,0.01,-0.02
470,1800.22,3334.58,1534.35,Positive,20.59,1983,46865,10.76,14.01,2.64,207,5.33,62.34,4.13,0.17,0,-0.17
136,944.66,1837.71,893.05,Positive,19.92,1983,38400,10.56,17.44,2.86,141,4.95,39.5,3.68,0.26,0.01,-0.25
49,6688.99,3766.95,-2922.04,Negative,19.14,1980,29980,10.31,9.84,2.29,1329,7.19,391.82,5.97,0.57,0.4,-0.17
1000,7008.65,3933.06,-3075.59,Negative,18.74,1976,20170,9.91,8.59,2.15,1046,6.95,541.87,6.3,0.54,0.76,0.22
1100,6712.94,3855.99,-2856.94,Negative,18.67,1984,18389,9.82,11.85,2.47,962,6.87,156.31,5.05,0.1,0.19,0.09
182,1166.78,175.9,-990.88,Negative,49.85,2006,26312,10.18,7.62,2.03,257,5.55,427.77,6.06,0.15,0,-0.15
183,1166.78,175.9,-990.88,Negative,49.85,2006,46743,10.75,7.62,2.03,257,5.55,427.77,6.06,0.15,0,-0.15
193,332.31,138.7,-193.61,Stable,49.42,2008,21283,9.97,8.24,2.11,210,5.35,299.84,5.7,0.29,0,-0.29
194,332.31,138.7,-193.61,Stable,49.42,2011,21394,9.97,8.24,2.11,210,5.35,299.84,5.7,0.29,0,-0.29
206,699.55,571.62,-127.93,Stable,48.28,2004,62567,11.04,10.49,2.35,407,6.01,383.53,5.95,0.78,0.35,-0.43
15,269.84,0,-269.84,Negative,48.48,2007,22934,10.04,18.98,2.94,86,4.45,214.93,5.37,0.02,0,-0.02
181,269.84,0,-269.84,Negative,48.48,2010,43438,10.68,18.98,2.94,86,4.45,214.93,5.37,0.02,0,-0.02
205,662.35,138.7,-523.65,Negative,47.72,2006,20730,9.94,16.61,2.81,640,6.46,342.76,5.84,0.71,0.37,-0.34
169,138.7,138.7,0,Stable,47.33,2009,22200,10.01,20.14,3,228,5.43,155.21,5.04,0.07,0,-0.07
270,1147.69,1101.06,-46.63,Stable,43.25,2004,41858,10.64,13.79,2.62,794,6.68,1261.07,7.14,0,0,0
271,1147.69,1101.06,-46.63,Stable,43.25,2004,38307,10.55,13.79,2.62,794,6.68,1261.07,7.14,0,0,0
143,1370.95,1670.21,299.26,Positive,40.6,2001,19648,9.89,16.08,2.78,608,6.41,468.09,6.15,0.11,0.02,-0.09
144,1370.95,1670.21,299.26,Positive,40.6,2003,14038,9.55,16.08,2.78,608,6.41,468.09,6.15,0.11,0.02,-0.09
679,613.84,560.51,-53.34,Stable,40.12,2000,26210,10.17,5.54,1.71,109,4.69,1268.72,7.15,0,0,0
9,399.79,138.7,-261.09,Negative,28.84,2008,142982,11.87,4.66,1.54,1513,7.32,4819.745,8.48,0,0,0
128,12005.96,3984.51,-8021.45,Negative,24.5,1982,12458,9.43,12.09,2.49,1198,7.09,1140.03,7.04,0.28,0.1,-0.18
129,12005.96,3984.51,-8021.45,Negative,24.5,1982,32209,10.38,12.09,2.49,1198,7.09,1140.03,7.04,0.28,0.1,-0.18
