PAcode,PD.current,PD.future,PD_dis,Type,Latitude,Year,Area,Area_1,HP,HP_1,range,range_1,altitude,altitude_1,forest_current,forest_future,forest_dis
59,1473.71,2155.46,681.74,Positive,28.76,2000,23693,10.07,8.8,2.17,2421,7.79,3659.91,8.21,0.3,0.26,-0.04
907,3929.65,655.6,-3274.05,Negative,29.18,1988,22400,10.02,12.02,2.49,71,4.26,16.12,2.78,0.1,0.05,-0.05
917,3905.83,4672.76,766.94,Positive,28.3,1984,281640,12.55,7.8,2.05,2982,8,3546.53,8.17,0.7,0.52,-0.18
725,4107.85,6224.69,2116.85,Positive,28.8,2001,40800,10.62,11.11,2.41,2932,7.98,2312.435,7.75,0.56,0.7,0.14
471,4930.33,4778.81,-151.51,Stable,28.95,1997,29650,10.3,8.03,2.08,2946,7.99,2595.23,7.86,0.71,0.96,0.25
911,11680.6,10384.54,-1296.07,Negative,29.01,1979,41850,10.64,11.78,2.47,1665,7.42,1171.91,7.07,0.1,0.73,0.63
910,11363.9,10624.05,-739.85,Negative,29.13,1984,26990,10.2,12.2,2.5,1628,7.4,1130.215,7.03,0.17,0.58,0.41
465,2000.16,2043.45,43.29,Stable,28.96,1997,33300,10.41,10.59,2.36,12,2.48,14.78,2.69,0.05,0.09,0.04
920,7345.42,9131.68,1786.26,Positive,27.23,1983,405200,12.91,3.34,1.21,3745,8.23,2959.94,7.99,0.55,0.78,0.23
1055,2557.34,3093.29,535.95,Positive,28.45,1996,146000,11.89,5.94,1.78,3191,8.07,4019.545,8.3,0.59,0.45,-0.14
330,2178.89,4531.3,2352.41,Positive,28.65,2002,33700,10.43,11.54,2.45,2916,7.98,3082.8,8.03,0.86,0.71,-0.15
915,5848.76,5841.43,-7.33,Stable,28.69,1978,50655,10.83,8.23,2.11,2694,7.9,2561.575,7.85,0.74,0.96,0.22
1052,9238.22,2891.97,-6346.25,Negative,28.89,1992,28000,10.24,10.11,2.31,1181,7.07,715.54,6.57,0.48,0.64,0.16
17,2450.36,1453.55,-996.81,Negative,28.9,1998,33818,10.43,18.1,2.9,115,4.74,57.87,4.06,0.08,0.01,-0.07
912,1145.69,401.18,-744.51,Negative,28.9,1997,35680,10.48,14.56,2.68,71,4.26,32.005,3.47,0.05,0.09,0.04
1050,2521.41,751.12,-1770.29,Negative,28.89,1991,168000,12.03,14.67,2.69,80,4.38,29.26,3.38,0.17,0.05,-0.12
651,2519.65,3559.86,1040.21,Positive,28.39,1997,120100,11.7,9.59,2.26,3339,8.11,2840.255,7.95,0.39,0.81,0.42
916,5090.7,5354.04,263.35,Positive,28.61,1978,30164,10.31,8.73,2.17,2522,7.83,2882.83,7.97,0.65,0.67,0.02
913,10707.19,7845.88,-2861.3,Negative,28.76,1987,31113,10.35,15.08,2.71,951,6.86,844.74,6.74,0.31,0.17,-0.14
914,11758.09,5646.8,-6111.29,Negative,28.82,1982,24800,10.12,7.12,1.96,1058,6.96,593.83,6.39,0.81,0.98,0.17
762,3456.82,1568.29,-1888.53,Negative,28.68,2001,43000,10.67,20.39,3.02,75,4.32,46.99,3.85,0.37,0,-0.37
60,4529.55,138.7,-4390.85,Negative,28.46,1996,28719,10.27,11.25,2.42,630,6.45,397.46,5.99,0.87,0.08,-0.79
760,10655.07,3877.2,-6777.87,Negative,28.62,1993,17170,9.75,12.29,2.51,735,6.6,559.39,6.33,0.72,0.62,-0.1
637,6237.96,5430.22,-807.74,Negative,28.24,2001,38800,10.57,13.13,2.57,2565,7.85,1564.25,7.36,0.6,0.52,-0.08
359,9452.44,5615.4,-3837.04,Negative,28.26,1994,48700,10.79,13.6,2.61,1306,7.17,1011.39,6.92,0.27,0.44,0.17
1112,12001.15,10495.15,-1506,Negative,28.04,1981,16007,9.68,8.57,2.15,1766,7.48,732.71,6.6,0.84,0.98,0.14
925,3047.17,3061.48,14.31,Stable,27.85,1982,14133,9.56,6.15,1.82,1878,7.54,3413.06,8.14,0.67,0.85,0.18
795,10306.74,6841.22,-3465.52,Negative,28.18,1989,26231,10.17,12.17,2.5,1028,6.94,1180.39,7.07,0.06,0.66,0.6
780,8140.37,3830.27,-4310.11,Negative,28.24,2003,13900,9.54,11.84,2.47,560,6.33,327.19,5.79,0.79,0.52,-0.27
320,8290.8,4081.01,-4209.8,Negative,28.05,2002,36522,10.51,14.28,2.66,1154,7.05,1067.89,6.97,0.12,0.38,0.26
924,12101.33,11664.25,-437.08,Negative,27.74,1979,56527,10.94,7.24,1.98,1873,7.54,915.08,6.82,0.88,0.97,0.09
321,5187.64,6097.65,910.01,Positive,27.7,2001,44128,10.69,13.62,2.61,2929,7.98,1978.49,7.59,0.13,0.28,0.15
923,12815.7,11365.03,-1450.67,Negative,27.9,1986,41960,10.64,8.77,2.17,2072,7.64,1029.55,6.94,0.06,0.74,0.68
611,10731.83,8283.28,-2448.54,Negative,27.7,1994,13867,9.54,8.83,2.18,869,6.77,436.37,6.08,0.92,0.88,-0.04
931,4118.91,3504.65,-614.26,Negative,27.32,1985,21908,9.99,8.16,2.1,3270,8.09,3243.63,8.08,0.61,0.68,0.07
448,4591.9,3776.48,-815.42,Negative,27.32,1984,20141,9.91,12.59,2.53,3350,8.12,1817.19,7.51,0.07,0.41,0.34
4,11022.67,4838.46,-6184.21,Negative,27.29,1980,30600,10.33,10.89,2.39,966,6.87,416.87,6.03,0.1,0.67,0.57
772,8166.14,3327.73,-4838.41,Negative,27.26,2000,22000,10,11.2,2.42,837,6.73,223.7,5.41,0.8,0.4,-0.4
1163,11059.49,6609.11,-4450.38,Negative,27.23,1992,58300,10.97,9.02,2.2,1159,7.06,441.11,6.09,0.77,0.89,0.12
323,2998.63,2698.59,-300.03,Negative,26.88,2003,16300,9.7,16.3,2.79,2183,7.69,1909.62,7.55,0.28,0.48,0.2
344,5408.1,5844.76,436.67,Positive,26.48,1998,75894,11.24,11.1,2.41,2191,7.69,2648.21,7.88,0.64,0.7,0.06
1114,9440.76,6487.73,-2953.04,Negative,26.68,1988,4278,8.36,14.37,2.67,1189,7.08,461.49,6.13,0.54,0.77,0.23
37,13665.08,5953.24,-7711.84,Negative,26.59,1982,21720,9.99,11.58,2.45,1277,7.15,669.78,6.51,0.08,0.64,0.56
770,10437.92,7457.2,-2980.73,Negative,26.36,1995,18061,9.8,8.26,2.11,596,6.39,568.71,6.34,0.77,0.83,0.06
938,6081.29,6788.6,707.31,Positive,26.05,1988,133150,11.8,14.3,2.66,1183,7.08,2094.155,7.65,0.09,0.21,0.12
937,12380.11,10210.43,-2169.69,Negative,26.42,1982,47300,10.76,7.36,2,1401,7.24,1311.15,7.18,0.64,0.98,0.34
939,13462.23,6974.48,-6487.75,Negative,26.41,1982,14553,9.59,9.17,2.22,1629,7.4,669.55,6.51,0.12,0.66,0.54
773,8649.76,4745.58,-3904.18,Negative,26.28,2001,16100,9.69,10.86,2.39,415,6.03,315.45,5.75,0.85,0.39,-0.46
946,5785.05,4512.6,-1272.45,Negative,25.78,1981,79700,11.29,16.75,2.82,1917,7.56,2391.505,7.78,0.49,0.35,-0.14
38,14338.69,11632.53,-2706.17,Negative,26.28,1982,28670,10.26,7.3,1.99,1581,7.37,975.95,6.88,0.43,0.96,0.53
1104,12694.65,10207.57,-2487.08,Negative,25.96,1982,10974,9.3,7.24,1.98,1470,7.29,981.17,6.89,0.67,0.95,0.28
577,4765.99,4644.19,-121.8,Stable,25.8,2001,26610,10.19,18.89,2.94,371,5.92,2043.95,7.62,0.15,0.1,-0.05
1141,14002.39,8380.33,-5622.06,Negative,25.89,1976,17009,9.74,7.56,2.02,1654,7.41,1005.58,6.91,0.07,0.98,0.91
747,12333.21,6052.75,-6280.46,Negative,25.82,1997,17105,9.75,6.55,1.88,1557,7.35,835.82,6.73,0.27,0.88,0.61
1092,13871.65,7811.88,-6059.77,Negative,25.62,1961,15133,9.62,6.88,1.93,1521,7.33,797.78,6.68,0.62,0.98,0.36
947,14063.02,6687.31,-7375.72,Negative,25.6,1982,47362,10.77,6.85,1.92,1408,7.25,571.89,6.35,0.29,0.89,0.6
954,9932.05,8909.07,-1022.98,Negative,25.38,1985,22169,10.01,9.07,2.2,1298,7.17,1028,6.94,0.75,0.98,0.23
965,2528.34,3791.55,1263.21,Positive,24.39,1986,100744,11.52,7.34,1.99,1813,7.5,1240.115,7.12,0.62,0.9,0.28
952,12725.53,4078.54,-8646.99,Negative,25.29,1982,75900,11.24,6.93,1.94,1052,6.96,507.26,6.23,0.14,0.88,0.74
951,14086.03,7564.33,-6521.7,Negative,25.17,1982,90400,11.41,8.24,2.11,1453,7.28,648.355,6.47,0.1,0.66,0.56
1094,13369.27,5200.89,-8168.37,Negative,25.31,1982,20066,9.91,8.77,2.17,1437,7.27,622.63,6.43,0.42,0.62,0.2
953,13463.05,4748.81,-8714.24,Negative,25.34,1982,36480,10.5,9.19,2.22,1422,7.26,693.06,6.54,0.23,0.66,0.43
1057,9287.19,6012.73,-3274.45,Negative,25.19,1995,14365,9.57,8.5,2.14,1223,7.11,564.88,6.34,0.85,0.67,-0.18
955,11438.34,3444.65,-7993.7,Negative,25.25,1986,21285,9.97,7.52,2.02,646,6.47,753.53,6.62,0.16,0.19,0.03
959,11438.34,3444.65,-7993.7,Negative,25.12,1996,10829,9.29,7.52,2.02,646,6.47,753.53,6.62,0.16,0.19,0.03
956,12832.38,3967.44,-8864.94,Negative,25.14,1982,25213,10.14,9.5,2.25,1379,7.23,715.935,6.57,0.51,0.55,0.04
969,7249.86,4663.97,-2585.89,Negative,24.26,1988,67700,11.12,8.42,2.13,2431,7.8,2034.89,7.62,0.73,0.58,-0.15
1079,8874.84,2494.7,-6380.15,Negative,24.91,1982,42848,10.67,8.19,2.1,904,6.81,648.91,6.48,0.24,0.08,-0.16
962,12216.34,5288.67,-6927.67,Negative,24.97,1982,19833,9.9,8.1,2.09,1180,7.07,880.44,6.78,0.28,0.85,0.57
960,12328.06,4392.85,-7935.21,Negative,24.93,1984,58937,10.98,8.78,2.17,1650,7.41,858.09,6.75,0.29,0.71,0.42
355,7146.65,1345.5,-5801.15,Negative,24.96,1995,28000,10.24,12.62,2.54,374,5.92,160.39,5.08,0.62,0.37,-0.25
970,6586.29,3395.32,-3190.97,Negative,24.46,1986,30938,10.34,11.57,2.45,1820,7.51,1763.61,7.48,0.62,0.54,-0.08
967,8937.7,1962.76,-6974.94,Negative,24.65,1982,20900,9.95,10.38,2.34,986,6.89,1064.75,6.97,0.22,0.28,0.06
964,11795.16,2944.45,-8850.71,Negative,24.78,1982,73090,11.2,8.13,2.1,901,6.8,432.41,6.07,0.12,0.63,0.51
963,12245.82,3634.95,-8610.86,Negative,24.88,1982,48000,10.78,9.01,2.2,1356,7.21,861.28,6.76,0.46,0.91,0.45
973,5243,5468.67,225.66,Stable,24.12,1986,15786,9.67,9.82,2.28,2302,7.74,2201.14,7.7,0.36,0.54,0.18
511,5563.19,6074.69,511.49,Positive,24.01,1999,182200,12.11,11.72,2.46,2103,7.65,1744.85,7.46,0.68,0.34,-0.34
971,10774.91,2926.19,-7848.72,Negative,24.57,1981,13412,9.5,8.32,2.12,998,6.91,587.55,6.38,0.51,0.9,0.39
575,3539.84,3435.04,-104.79,Stable,23.95,1996,37000,10.52,8.36,2.12,1313,7.18,1281.99,7.16,0.39,0.38,-0.01
1143,7949,2172.87,-5776.13,Negative,24.47,1982,29800,10.3,5.92,1.78,1633,7.4,1101.73,7,0.29,0.26,-0.03
686,8348.13,2814.37,-5533.77,Negative,24.43,1987,21000,9.95,7.15,1.97,538,6.29,900.35,6.8,0.4,0.08,-0.32
1096,8614.81,1768.6,-6846.21,Negative,24.46,1998,33555,10.42,8.76,2.17,1460,7.29,400.13,5.99,0.47,0.59,0.12
724,6452.37,1647.57,-4804.8,Negative,24.25,1999,17827,9.79,11.35,2.43,547,6.3,266.3,5.58,0.74,0.2,-0.54
1162,11758.54,3904.8,-7853.74,Negative,24.08,1982,36000,10.49,9.46,2.25,1606,7.38,549.79,6.31,0.6,0.78,0.18
979,4242.85,4743.49,500.64,Positive,23.35,1980,50900,10.84,10.32,2.33,2232,7.71,1528.84,7.33,0.48,0.69,0.21
975,7170.18,2662.84,-4507.34,Negative,23.8,1982,81900,11.31,10.08,2.31,1323,7.19,656.93,6.49,0.17,0.13,-0.04
44,5272.97,1359.23,-3913.74,Negative,23.5,1989,22378,10.02,13.85,2.63,1915,7.56,1365.56,7.22,0.37,0.43,0.06
576,6017.58,2564.64,-3452.94,Negative,23.62,2000,15700,9.66,14.53,2.68,794,6.68,1074.36,6.98,0.41,0.07,-0.34
122,7061.27,3672.87,-3388.4,Negative,23.42,1982,27008,10.2,12.34,2.51,885,6.79,1067.15,6.97,0.31,0.07,-0.24
1161,8359.77,523.77,-7836,Negative,23.4,1981,25600,10.15,12.85,2.55,1466,7.29,458.585,6.13,0.02,0.43,0.41
63,6197.12,1994.19,-4202.94,Negative,23.3,1998,20278,9.92,13.47,2.6,869,6.77,246.12,5.51,0.61,0.55,-0.06
985,6751.99,4743.22,-2008.77,Negative,22.8,1983,65100,11.08,7.54,2.02,2111,7.65,1529.15,7.33,0.45,0.68,0.23
443,5583.9,4926.18,-657.72,Negative,22.93,1994,16200,9.69,12.53,2.53,2067,7.63,1566.09,7.36,0.61,0.54,-0.07
989,2704.52,521.05,-2183.47,Negative,22.91,1982,60100,11,9.5,2.25,457,6.12,300.74,5.71,0.06,0.12,0.06
984,5370.46,2384.84,-2985.62,Negative,22.81,1986,43993,10.69,9.73,2.28,1227,7.11,486.58,6.19,0.25,0.13,-0.12
1060,2559.94,633.03,-1926.9,Negative,22.75,1982,25800,10.16,11.45,2.44,444,6.1,292.58,5.68,0.46,0.02,-0.44
46,2641.07,275.83,-2365.24,Negative,22.71,1983,60000,11,27.17,3.3,604,6.4,116.63,4.76,0.98,0.31,-0.67
991,5087.48,6170.34,1082.86,Positive,21.87,1958,247439,12.42,7.56,2.02,1357,7.21,969.34,6.88,0.8,0.69,-0.11
410,702.91,779.85,76.94,Stable,22.59,1980,25578,10.15,14.46,2.67,310,5.74,143.85,4.97,0.16,0,-0.16
1098,2769.87,1397.98,-1371.89,Negative,22.35,1978,10369,9.25,10.17,2.32,382,5.95,209.34,5.34,0.04,0.08,0.04
993,7722.47,2528.14,-5194.33,Negative,21.91,1982,174500,12.07,9.42,2.24,1287,7.16,343.24,5.84,0.21,0.73,0.52
112,1895.42,392.41,-1503.01,Negative,21.87,2004,20000,9.9,23.56,3.16,356,5.87,33.32,3.51,0.28,0.07,-0.21
1097,138.7,138.7,0,Stable,21.63,1986,35000,10.46,17.19,2.84,78,4.36,23.165,3.14,0.03,0.01,-0.02
470,0,517.25,517.25,Positive,20.59,1983,46865,10.76,14.01,2.64,207,5.33,62.34,4.13,0.17,0,-0.17
136,392.41,3149.38,2756.97,Positive,19.92,1983,38400,10.56,17.44,2.86,141,4.95,39.5,3.68,0.26,0.01,-0.25
49,3320.84,985.4,-2335.44,Negative,19.14,1980,29980,10.31,9.84,2.29,1329,7.19,391.82,5.97,0.57,0.4,-0.17
1000,3532.29,1387.94,-2144.35,Negative,18.74,1976,20170,9.91,8.59,2.15,1046,6.95,541.87,6.3,0.54,0.76,0.22
1100,3503.9,1946.94,-1556.96,Negative,18.67,1984,18389,9.82,11.85,2.47,962,6.87,156.31,5.05,0.1,0.19,0.09
182,1092.37,193.99,-898.37,Negative,49.85,2006,26312,10.18,7.62,2.03,257,5.55,427.77,6.06,0.15,0,-0.15
183,1092.37,193.99,-898.37,Negative,49.85,2006,46743,10.75,7.62,2.03,257,5.55,427.77,6.06,0.15,0,-0.15
193,336.61,138.7,-197.91,Negative,49.42,2008,21283,9.97,8.24,2.11,210,5.35,299.84,5.7,0.29,0,-0.29
194,336.61,138.7,-197.91,Negative,49.42,2011,21394,9.97,8.24,2.11,210,5.35,299.84,5.7,0.29,0,-0.29
206,844.27,590.08,-254.19,Negative,48.28,2004,62567,11.04,10.49,2.35,407,6.01,383.53,5.95,0.78,0.35,-0.43
15,279.89,0,-279.89,Negative,48.48,2007,22934,10.04,18.98,2.94,86,4.45,214.93,5.37,0.02,0,-0.02
181,279.89,0,-279.89,Negative,48.48,2010,43438,10.68,18.98,2.94,86,4.45,214.93,5.37,0.02,0,-0.02
205,844.27,272.54,-571.73,Negative,47.72,2006,20730,9.94,16.61,2.81,640,6.46,342.76,5.84,0.71,0.37,-0.34
169,194.36,138.7,-55.66,Stable,47.33,2009,22200,10.01,20.14,3,228,5.43,155.21,5.04,0.07,0,-0.07
270,686.64,506.44,-180.2,Negative,43.25,2004,41858,10.64,13.79,2.62,794,6.68,1261.07,7.14,0,0,0
271,686.64,506.44,-180.2,Negative,43.25,2004,38307,10.55,13.79,2.62,794,6.68,1261.07,7.14,0,0,0
143,636.46,263.57,-372.89,Negative,40.6,2001,19648,9.89,16.08,2.78,608,6.41,468.09,6.15,0.11,0.02,-0.09
144,636.46,263.57,-372.89,Negative,40.6,2003,14038,9.55,16.08,2.78,608,6.41,468.09,6.15,0.11,0.02,-0.09
679,498.64,274.92,-223.71,Negative,40.12,2000,26210,10.17,5.54,1.71,109,4.69,1268.72,7.15,0,0,0
9,269.84,138.7,-131.14,Stable,28.84,2008,142982,11.87,4.66,1.54,1513,7.32,4819.745,8.48,0,0,0
128,8127.04,3746.91,-4380.13,Negative,24.5,1982,12458,9.43,12.09,2.49,1198,7.09,1140.03,7.04,0.28,0.1,-0.18
129,8127.04,3746.91,-4380.13,Negative,24.5,1982,32209,10.38,12.09,2.49,1198,7.09,1140.03,7.04,0.28,0.1,-0.18
