PAcode,PD.current,PD.future,PD_dis,Type,Latitude,Year,Area,Area_1,HP,HP_1,range,range_1,altitude,altitude_1,forest_current,forest_future,forest_dis
1137,962.28,736.68,-225.61,Negative,45.8,2004,612650,13.33,6.31,1.84,398,5.99,930.18,6.84,0,0,0
209,315.34,399.79,84.45,Stable,45.52,2008,57870,10.97,14.97,2.71,45,3.81,129.45,4.86,0,0,0
190,202.85,138.7,-64.16,Stable,45.37,2009,17179,9.75,22.07,3.09,26,3.26,173.02,5.15,0,0,0
1011,1349.56,357.03,-992.53,Negative,43.39,1983,31217,10.35,8.49,2.14,1733,7.46,1624.27,7.39,0.17,0,-0.17
1118,683.28,590.08,-93.2,Stable,45.65,1995,47200,10.76,6.6,1.89,162,5.09,863.605,6.76,0,0,0
757,1125.89,817.16,-308.73,Negative,45.58,1997,31442,10.36,14.35,2.66,280,5.63,443.05,6.09,0,0,0
1180,315.41,491.05,175.65,Positive,45.28,1986,63600,11.06,11.41,2.43,34,3.53,129.26,4.86,0,0,0
224,175.9,138.7,-37.2,Stable,44.98,2009,61010,11.02,18.4,2.91,117,4.76,180.455,5.2,0,0,0
456,1029.84,754.33,-275.51,Negative,44.6,1997,190000,12.15,8.49,2.14,823,6.71,466.355,6.14,0.44,0.27,-0.17
180,306.06,407.82,101.76,Stable,44.58,2011,71278,11.17,17.18,2.84,438,6.08,358.18,5.88,0.06,0.02,-0.04
755,1077.92,1035.73,-42.18,Stable,45.47,2001,61600,11.03,11.5,2.44,340,5.83,500.63,6.22,0,0,0
442,1448.75,859.89,-588.86,Negative,43.24,1986,65300,11.09,4.09,1.41,2669,7.89,2622.34,7.87,0.17,0.01,-0.16
441,964.18,821.35,-142.83,Stable,43.97,1980,38100,10.55,9.76,2.28,2600,7.86,1497.65,7.31,0.08,0.01,-0.07
670,1053.85,1117.07,63.22,Stable,45.22,1996,91300,11.42,9.45,2.25,590,6.38,994.75,6.9,0.08,0,-0.08
813,778.89,1056.97,278.08,Positive,45,1981,105467,11.57,10.18,2.32,41,3.71,165.62,5.11,0,0,0
184,164.47,407.82,243.34,Positive,44.35,2006,20834,9.94,12.36,2.51,289,5.67,304.53,5.72,0,0,0
1127,1012.95,881.17,-131.78,Stable,44.07,2006,35648,10.48,5.72,1.74,528,6.27,663.58,6.5,0.88,0.77,-0.11
162,423.67,650.69,227.01,Positive,44.07,2007,18000,9.8,10.71,2.37,677,6.52,254.9,5.54,0.07,0.17,0.1
827,1322.61,1193.61,-129,Stable,42.12,1980,237637,12.38,4.01,1.39,4123,8.32,4078.84,8.31,0,0,0
1082,984.57,571.54,-413.03,Negative,42.8,1980,1.00E+05,11.51,6.19,1.82,1572,7.36,2699.88,7.9,0,0,0
440,842.47,814.34,-28.14,Stable,44.09,1986,38600,10.56,10.9,2.39,184,5.21,818.91,6.71,0,0,0
267,1045.96,661.5,-384.46,Negative,45.05,1999,38882,10.57,11.88,2.47,443,6.09,274.65,5.62,0,0,0
814,779.86,906.22,126.36,Stable,44.88,1985,126990,11.75,9.67,2.27,45,3.81,198.295,5.29,0,0,0
232,459.13,601.92,142.79,Stable,44.82,2002,62190,11.04,11.6,2.45,22,3.09,146.34,4.99,0,0,0
819,786.12,542.48,-243.63,Negative,44.01,1980,126000,11.74,6.95,1.94,627,6.44,442.3,6.09,0.49,0.27,-0.22
680,1169.45,1035.08,-134.37,Stable,45,1997,106284,11.57,7.37,2,466,6.14,1126.58,7.03,0.01,0,-0.01
816,471.75,418.58,-53.17,Stable,44.69,1986,23800,10.08,10.03,2.31,34,3.53,145.22,4.98,0,0,0
231,138.7,269.84,131.14,Stable,44.43,2004,24915,10.12,19.6,2.98,73,4.29,195.08,5.27,0,0,0
570,1276.03,1006.04,-269.99,Negative,44.01,2000,23500,10.06,6.99,1.94,911,6.81,718.42,6.58,0.55,0.94,0.39
674,748.33,810.36,62.03,Stable,44.67,1998,98900,11.5,7.82,2.06,244,5.5,1088.18,6.99,0.06,0,-0.06
676,668.33,747.8,79.47,Stable,44.49,2000,52823,10.87,10.41,2.34,400,5.99,535.04,6.28,0,0,0
21,765.51,535.86,-229.64,Negative,43.73,1991,53940,10.9,8.47,2.14,696,6.55,539.85,6.29,0.74,0.56,-0.18
817,895.99,823.36,-72.63,Stable,44.18,1985,1078600,13.89,9.63,2.26,534,6.28,1059.77,6.97,0,0,0
786,790.72,1230.12,439.4,Positive,44.38,1998,136800,11.83,12.12,2.49,778,6.66,785.67,6.67,0,0,0
269,421.93,549.85,127.93,Stable,44.13,2001,33823,10.43,13.02,2.57,24,3.18,145.4,4.98,0,0,0
233,645.86,625.14,-20.73,Stable,43.32,2002,42756,10.66,11.82,2.47,537,6.29,355.32,5.87,0.94,0.18,-0.76
1148,881.17,652.08,-229.09,Negative,42.93,2001,108700,11.6,8.36,2.12,969,6.88,173.08,5.15,0,0.16,0.16
383,824.56,1253.44,428.88,Positive,44.22,1997,100400,11.52,10.32,2.33,978,6.89,1168.205,7.06,0,0.01,0.01
682,674.46,919.53,245.07,Positive,43.98,1997,120000,11.7,12.83,2.55,631,6.45,583.365,6.37,0,0,0
1122,1015.63,1231.66,216.03,Positive,42.96,1990,115253,11.65,7.7,2.04,587,6.38,445.64,6.1,0.93,0.32,-0.61
380,936.33,757.21,-179.13,Stable,42.98,1996,77300,11.26,8.98,2.19,814,6.7,491.8,6.2,0.49,0.39,-0.1
263,503.85,342.09,-161.76,Stable,44.02,2007,191164,12.16,8,2.08,326,5.79,1220.09,7.11,0,0,0
1080,1010.18,860.03,-150.15,Stable,40.45,1986,7800000,15.87,1.25,0.22,4692,8.45,1266.01,7.14,0,0,0
338,269.84,138.7,-131.14,Stable,39.15,2005,125600,11.74,12.26,2.51,1046,6.95,1341.41,7.2,0,0,0
830,342.85,138.7,-204.15,Stable,41.17,1983,395420,12.89,2.9,1.06,41,3.71,916.88,6.82,0,0,0
646,613.41,488.02,-125.39,Stable,43.7,1996,32000,10.37,12.42,2.52,68,4.22,940.5,6.85,0,0,0
823,852.05,779.67,-72.39,Stable,43.27,1987,119413,11.69,7.01,1.95,180,5.19,1267.705,7.14,0.01,0,-0.01
787,1025.64,1291.53,265.9,Positive,43.33,2000,45438,10.72,8.65,2.16,790,6.67,1416.56,7.26,0,0,0
268,691.81,466.19,-225.62,Negative,42.95,2001,23471,10.06,15.13,2.72,51,3.93,253.39,5.53,0,0,0
826,1318.36,1567.09,248.73,Positive,41.96,1960,196475,12.19,5.13,1.64,1853,7.52,1177.58,7.07,0,0.98,0.98
825,910.76,1063.28,152.52,Positive,42.36,1991,15061,9.62,7.64,2.03,776,6.65,659.17,6.49,0.79,0.55,-0.24
229,658.95,888.57,229.62,Positive,42.28,1991,22230,10.01,13.18,2.58,654,6.48,459.57,6.13,0.93,0.12,-0.81
258,709.35,397.77,-311.58,Negative,42.3,2007,51205,10.84,21.47,3.07,256,5.55,85.35,4.45,0.49,0,-0.49
22,1589.97,1579.5,-10.47,Stable,41.94,1990,530000,13.18,12.41,2.52,1230,7.11,192.265,5.26,0.58,0.01,-0.57
273,647.17,533.05,-114.12,Stable,42.75,2001,30595,10.33,10.69,2.37,76,4.33,1102.55,7.01,0,0,0
738,904.86,987.75,82.88,Stable,42.57,1998,30089,10.31,10.19,2.32,261,5.56,1499.23,7.31,0.06,0,-0.06
671,871.83,600.23,-271.59,Negative,42.41,1998,42500,10.66,10.49,2.35,214,5.37,1387.1,7.23,0.21,0,-0.21
378,1218.71,1204.97,-13.73,Stable,42.06,1996,86800,11.37,15.09,2.71,617,6.42,655.075,6.48,0,0,0
1131,891.67,472.47,-419.2,Negative,40.79,1987,8.00E+05,13.59,2.54,0.93,2083,7.64,1750.51,7.47,0,0,0
792,743.76,0,-743.76,Negative,41.89,1998,52700,10.87,0.04,-3.22,215,5.37,1577.05,7.36,0,0,0
489,1324.43,1423.14,98.71,Stable,42.27,2002,32620,10.39,13,2.56,358,5.88,1468.86,7.29,0.02,0,-0.02
1013,691.31,266.63,-424.68,Negative,42.11,1985,68000,11.13,2.63,0.97,149,5,900.645,6.8,0,0,0
488,1465,1482.84,17.84,Stable,41.94,2002,50600,10.83,14.13,2.65,671,6.51,1154.755,7.05,0.07,0,-0.07
831,1378.73,1560.03,181.3,Positive,41.31,1981,19183,9.86,8.32,2.12,909,6.81,639.24,6.46,0.81,0.48,-0.33
850,599.9,565.66,-34.24,Stable,36.63,1984,1500000,14.22,1.8,0.59,5141,8.55,4717.265,8.46,0,0,0
487,1732.45,1757.27,24.82,Stable,41.66,2002,40038,10.6,12.03,2.49,804,6.69,1049.28,6.96,0.5,0.01,-0.49
1014,1544.12,1688.28,144.15,Positive,41.47,1996,27638,10.23,11.64,2.45,979,6.89,1195.38,7.09,0,0.35,0.35
832,698.68,607.68,-91.01,Stable,41.06,1985,80000,11.29,18.9,2.94,13,2.56,3.715,1.31,0,0,0
1158,479.71,407.47,-72.24,Stable,40.09,1992,660000,13.4,2.85,1.05,1459,7.29,1048.76,6.96,0,0,0
80,746.63,385.42,-361.21,Negative,40.51,2002,324200,12.69,3.67,1.3,485,6.18,1282.675,7.16,0,0,0
683,464.17,434.97,-29.2,Stable,41.5,2001,49650,10.81,8.86,2.18,164,5.1,1578,7.36,0,0,0
563,836.12,498.64,-337.49,Negative,41.08,2003,83160,11.33,8.16,2.1,810,6.7,1394.37,7.24,0,0,0
1138,1033.96,543.33,-490.63,Negative,40.87,1996,388577,12.87,13.11,2.57,1226,7.11,1581.155,7.37,0,0,0
146,1516.39,1338.04,-178.35,Stable,40.93,2007,17680,9.78,15.48,2.74,604,6.4,639.42,6.46,0.28,0.03,-0.25
147,1177.45,1382.05,204.6,Positive,41,2003,45225,10.72,14.15,2.65,565,6.34,641.39,6.46,0.01,0.02,0.01
568,797.33,950.69,153.36,Positive,40.82,2001,17440,9.77,15.49,2.74,823,6.71,364.87,5.9,0.02,0.05,0.03
1125,447.59,138.7,-308.9,Negative,39.85,1994,88178,11.39,4.9,1.59,657,6.49,1330.65,7.19,0,0,0
79,472.78,0,-472.78,Negative,40.13,2001,39840,10.59,8.64,2.16,366,5.9,1171.935,7.07,0,0,0
1189,806.22,513.35,-292.87,Negative,40.56,1999,717060,13.48,0.02,-3.91,459,6.13,1313.98,7.18,0,0,0
1183,617.96,138.7,-479.26,Negative,40.98,1993,29300,10.29,8.17,2.1,41,3.71,1021.8,6.93,0,0.05,0.05
710,1062.11,1504.62,442.5,Positive,40.74,2001,69912,11.15,13.61,2.61,665,6.5,527.92,6.27,0,0.01,0.01
1147,915.44,735.01,-180.42,Stable,40.72,1995,123600,11.72,5.73,1.75,901,6.8,1407.77,7.25,0,0,0
701,599.06,480.92,-118.14,Stable,40.84,1996,36800,10.51,15.87,2.76,425,6.05,1342.48,7.2,0,0,0
1159,846.77,627.34,-219.43,Negative,39.47,1982,396000,12.89,1.31,0.27,4182,8.34,2564.21,7.85,0,0,0
1153,809.58,627.58,-181.99,Stable,39.57,2001,480000,13.08,1.11,0.1,3549,8.17,2948.27,7.99,0,0,0
540,824.67,277.52,-547.15,Negative,39.91,1996,68250,11.13,5.58,1.72,1774,7.48,2020.905,7.61,0,0,0
524,861.57,284.96,-576.61,Negative,39.89,2002,152900,11.94,4.9,1.59,2916,7.98,1975.47,7.59,0,0,0
523,762.8,397.77,-365.03,Negative,40.12,2002,163400,12,7.13,1.96,227,5.42,1233.93,7.12,0,0,0
672,872.52,175.9,-696.62,Negative,40.7,2000,22700,10.03,19.76,2.98,882,6.78,1209.07,7.1,0,0,0
150,1766.37,1946.38,180,Positive,40.43,2007,16088,9.69,16.14,2.78,1055,6.96,737.57,6.6,0.23,0.1,-0.13
1084,657.75,449.07,-208.67,Stable,39.46,1982,9640,9.17,2.54,0.93,2768,7.93,2522.085,7.83,0,0,0
1152,705.63,789.43,83.8,Stable,39.13,1982,1360000,14.12,0.37,-0.99,3297,8.1,3887.205,8.27,0,0,0
1157,314.85,440.79,125.94,Stable,37.36,2001,3200000,14.98,0,#NUM!,5224,8.56,4099.045,8.32,0,0,0
1188,1018.79,747.25,-271.54,Negative,39.7,1997,489011,13.1,0,#NUM!,509,6.23,1298.605,7.17,0,0,0
1132,978.06,742.02,-236.04,Negative,39.7,1986,474500,13.07,5.11,1.63,1091,6.99,1417.7,7.26,0,0,0
753,764.91,514.6,-250.31,Negative,40.12,2003,85750,11.36,5.38,1.68,180,5.19,1237.615,7.12,0,0,0
535,1146.65,998.09,-148.56,Stable,39.89,2002,69600,11.15,21.43,3.06,595,6.39,1027.77,6.94,0.02,0,-0.02
837,1875.26,1933.58,58.33,Stable,39.95,1983,21833,9.99,9.54,2.26,1922,7.56,1636.16,7.4,0.44,0.22,-0.22
791,984.18,742.7,-241.49,Negative,39.64,1999,90570,11.41,2.5,0.92,292,5.68,1290.355,7.16,0,0,0
1005,421.4,530.46,109.06,Stable,36.68,1983,4500000,15.32,0,#NUM!,3117,8.04,4866.565,8.49,0,0,0
1088,1140.9,817.05,-323.86,Negative,39.04,1992,67710,11.12,4.71,1.55,2365,7.77,1448.23,7.28,0,0,0
562,865.65,561.25,-304.4,Negative,39.24,2003,144800,11.88,4.91,1.59,303,5.71,1364.195,7.22,0,0,0
534,1217.07,1521.45,304.38,Positive,39.37,2002,27426,10.22,13.18,2.58,1211,7.1,1703.84,7.44,0.01,0,-0.01
841,954.38,754.79,-199.59,Stable,38.77,1982,389900,12.87,5.74,1.75,367,5.91,1388.81,7.24,0,0,0
840,919.09,397.77,-521.32,Negative,38.93,1982,157800,11.97,11.45,2.44,2261,7.72,1909.67,7.55,0,0,0
1139,1772.74,1515.9,-256.85,Negative,39.2,2002,134700,11.81,12.22,2.5,952,6.86,1079.475,6.98,0.08,0,-0.08
265,865.65,598.45,-267.2,Negative,39.03,2003,38000,10.55,6.26,1.83,230,5.44,1414.85,7.25,0,0,0
300,743.49,266.63,-476.86,Negative,39.02,2005,18642,9.83,19.45,2.97,405,6,998.15,6.91,0,0,0
138,853.85,763.7,-90.16,Stable,38.92,2002,31200,10.35,22,3.09,10,2.3,8.44,2.13,0,0.04,0.04
703,386.96,434.97,48,Stable,38.78,1999,34887,10.46,27.73,3.32,8,2.08,2.83,1.04,0,0.09,0.09
1006,291.59,154.2,-137.39,Stable,34.13,1993,29800000,17.21,0,#NUM!,2247,7.72,5045.07,8.53,0,0,0
647,865.65,389.21,-476.44,Negative,38.84,1998,46410,10.75,5.36,1.68,201,5.3,1264.82,7.14,0,0,0
1155,818.54,773.59,-44.95,Stable,37.9,2005,934700,13.75,8.5,2.14,2424,7.79,3722.12,8.22,0.02,0,-0.02
844,695.26,789.25,93.99,Stable,38.04,1987,230000,12.35,7.32,1.99,2823,7.95,3364.95,8.12,0,0,0
82,533.83,138.7,-395.13,Negative,38.5,2005,51070,10.84,15.94,2.77,1227,7.11,1736.48,7.46,0,0,0
1190,828.99,583.83,-245.16,Negative,38.31,2003,1006450,13.82,1,0,282,5.64,1365.9,7.22,0,0,0
843,1636.39,1524.2,-112.19,Stable,38.68,1980,21453,9.97,11.33,2.43,1397,7.24,1942.29,7.57,0,0.02,0.02
677,751.37,445.28,-306.08,Negative,38.51,2000,31250,10.35,8.33,2.12,140,4.94,1286.35,7.16,0,0,0
537,547.3,138.7,-408.6,Negative,38.45,2002,39800,10.59,21.94,3.09,374,5.92,843.57,6.74,0.07,0,-0.07
845,702.54,573.23,-129.31,Stable,38.14,1985,74800,11.22,16.44,2.8,351,5.86,1186.29,7.08,0,0,0
266,751.37,315.34,-436.03,Negative,38.18,2003,83246,11.33,7.13,1.96,259,5.56,1344.23,7.2,0,0,0
141,386.96,397.77,10.8,Stable,38.13,2005,16800,9.73,17.34,2.85,8,2.08,5.61,1.72,0,0,0
751,315.12,0,-315.12,Negative,38.1,2002,19500,9.88,14.37,2.67,41,3.71,1123.12,7.02,0,0,0
555,1452.37,1662.03,209.66,Positive,38.15,2002,24900,10.12,11.26,2.42,872,6.77,1425.33,7.26,0.02,0,-0.02
297,777.37,1275.42,498.05,Positive,37.92,1996,173100,12.06,22.71,3.12,296,5.69,87.26,4.47,0,0,0
1178,577.7,515.37,-62.33,Stable,37.31,2000,373400,12.83,3.22,1.17,1786,7.49,3133.085,8.05,0,0,0
1177,577.7,138.7,-439,Negative,37.14,2000,41100,10.62,3.45,1.24,92,4.52,2818.34,7.94,0,0.01,0.01
278,580.41,571.55,-8.87,Stable,37.78,1998,84000,11.34,8.27,2.11,360,5.89,1437.85,7.27,0,0,0
847,1733.38,1769.2,35.81,Stable,37.85,1980,10466,9.26,11.48,2.44,1356,7.21,1957.97,7.58,0.03,0.06,0.03
1062,405.85,269.84,-136.01,Stable,35.39,1995,4500000,15.32,0,#NUM!,2438,7.8,4895.7,8.5,0,0,0
852,580.56,778.94,198.38,Positive,36.92,1975,495200,13.11,4.81,1.57,1322,7.19,3218.18,8.08,0.01,0,-0.01
530,792.35,138.7,-653.65,Negative,37.64,2002,15300,9.64,21.08,3.05,533,6.28,921.83,6.83,0.02,0,-0.02
715,1487.31,1283.08,-204.24,Stable,37.26,1999,17900,9.79,18.16,2.9,292,5.68,147.59,4.99,0.01,0,-0.01
279,996.4,781.73,-214.66,Negative,37.02,2005,198300,12.2,16.69,2.81,1938,7.57,2885.7,7.97,0.25,0,-0.25
853,430.58,400.58,-30,Stable,37.12,1980,10875,9.29,10.08,2.31,1231,7.12,2629.09,7.87,0,0,0
539,2415,2887.96,472.96,Positive,37.33,2002,35352,10.47,14.18,2.65,721,6.58,1485.09,7.3,0.03,0.26,0.23
280,569.62,399.79,-169.83,Stable,36.3,2005,118000,11.68,3.76,1.32,1388,7.24,3414.6,8.14,0,0,0
1149,923.18,703.13,-220.04,Negative,36.68,2001,47930,10.78,13.67,2.62,1610,7.38,2501.06,7.82,0,0,0
538,2329.27,2873.32,544.05,Positive,36.95,2002,39047,10.57,12.14,2.5,1310,7.18,1139.84,7.04,0.02,0.2,0.18
553,2069.44,3199.35,1129.91,Positive,36.67,2002,32700,10.4,12.26,2.51,1115,7.02,1341.63,7.2,0,0.31,0.31
149,514.89,269.84,-245.05,Negative,36.7,2006,21600,9.98,29.58,3.39,295,5.69,243.83,5.5,0,0,0
1134,1972.19,2396.06,423.88,Positive,33.98,2000,15230000,16.54,3.26,1.18,3690,8.21,4565.41,8.43,0,0,0
855,1634.86,2705.07,1070.21,Positive,36.55,1993,14350,9.57,12.28,2.51,771,6.65,1415.8,7.26,0.36,0.15,-0.21
856,1542.29,1626.89,84.6,Stable,36.2,2000,44855,10.71,27.62,3.32,928,6.83,170.38,5.14,0,0.02,0.02
308,1111.68,1284.19,172.52,Positive,36.28,2009,20317,9.92,13.52,2.6,430,6.06,1154.47,7.05,0.05,0.02,-0.03
857,1513.38,891.66,-621.72,Negative,36.03,1999,18000,9.8,15.72,2.75,857,6.75,258.54,5.56,0,0.03,0.03
859,1088.41,1292.2,203.79,Positive,35.73,1980,17290,9.76,13.62,2.61,2575,7.85,2784.985,7.93,0.01,0,-0.01
1133,1048.45,2148.65,1100.2,Positive,35.8,1986,333000,12.72,16.42,2.8,2023,7.61,2291.84,7.74,0,0,0
81,1827.77,2536.35,708.58,Positive,35.82,2005,242106,12.4,15.47,2.74,560,6.33,1255.06,7.13,0.26,0,-0.26
8,2411.49,4004.17,1592.68,Positive,35.94,2001,81753,11.31,8.19,2.1,821,6.71,1312.93,7.18,0,0.15,0.15
