Species,Name,current,RCP2.6,RCP2.6_CSH,Type_1,RCP6.0,RCP6.0_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp2429,Daphne pedunculata,23,0,-1,EX,0,-1,EX,2,-0.91,CE
sp2430,Daphne purpurascens,113,239,1.12,LR,232,1.05,LR,55,-0.51,EN
sp2431,Daphne retusa,1945,3749,0.93,LR,3612,0.86,LR,3447,0.77,LR
sp2432,Daphne rosmarinifolia,853,1074,0.26,LR,1130,0.32,LR,1112,0.3,LR
sp2433,Daphne tangutica,2974,2630,-0.12,LR,2489,-0.16,LR,2053,-0.31,VU
sp2434,Daphne tangutica var. wilsonii,366,304,-0.17,LR,183,-0.5,EN,273,-0.25,LR
sp2435,Daphne tenuiflora,537,1001,0.86,LR,936,0.74,LR,857,0.6,LR
sp2436,Daphne wangiana,107,0,-1,EX,0,-1,EX,0,-1,EX
sp2437,Daphniphyllum angustifolium,319,78,-0.76,EN,21,-0.93,CE,21,-0.93,CE
sp2438,Daphniphyllum calycinum,1972,2007,0.02,LR,2009,0.02,LR,2386,0.21,LR
sp2439,Daphniphyllum chartaceum,139,355,1.55,LR,350,1.52,LR,270,0.94,LR
sp2440,Daphniphyllum himalense,432,1607,2.72,LR,1463,2.39,LR,916,1.12,LR
sp2441,Daphniphyllum longeracemosum,601,122,-0.8,CE,189,-0.69,EN,518,-0.14,LR
sp2442,Daphniphyllum macropodum,2912,3362,0.15,LR,2926,0,LR,1992,-0.32,VU
sp2443,Daphniphyllum majus,151,339,1.25,LR,317,1.1,LR,155,0.03,LR
sp2444,Daphniphyllum oldhamii,3194,3490,0.09,LR,3160,-0.01,LR,2981,-0.07,LR
sp2445,Daphniphyllum paxianum,2078,3722,0.79,LR,3743,0.8,LR,2821,0.36,LR
sp2446,Daphniphyllum subverticillatum,129,76,-0.41,VU,52,-0.6,EN,6,-0.95,CE
sp2447,Davidia involucrata,1234,1251,0.01,LR,1171,-0.05,LR,970,-0.21,LR
sp2448,Davidia involucrata var. vilmoriniana,391,88,-0.77,EN,34,-0.91,CE,16,-0.96,CE
sp2449,Debregeasia elliptica,59,2,-0.97,CE,5,-0.92,CE,128,1.17,LR
sp2450,Debregeasia longifolia,2853,3170,0.11,LR,3533,0.24,LR,3569,0.25,LR
sp2451,Debregeasia orientalis,3786,4186,0.11,LR,4417,0.17,LR,4481,0.18,LR
sp2452,Debregeasia saeneb,612,799,0.31,LR,865,0.41,LR,625,0.02,LR
sp2453,Debregeasia squamata,1337,1028,-0.23,LR,1250,-0.07,LR,2593,0.94,LR
sp2454,Decaisnea insignis,3467,3551,0.02,LR,3330,-0.04,LR,2629,-0.24,LR
sp2455,Decaspermum gracilentum,1629,1819,0.12,LR,1929,0.18,LR,2360,0.45,LR
sp2456,Decaspermum hainanense,29,0,-1,EX,0,-1,EX,0,-1,EX
sp2457,Decaspermum montanum,49,17,-0.65,EN,21,-0.57,EN,32,-0.35,VU
sp2458,Decaspermum parviflorum,1148,1171,0.02,LR,1590,0.39,LR,1406,0.22,LR
sp2459,Decumaria sinensis,1108,689,-0.38,VU,523,-0.53,EN,448,-0.6,EN
sp2460,Deeringia amaranthoides,2025,2990,0.48,LR,3178,0.57,LR,3393,0.68,LR
sp2461,Dehaasia hainanensis,36,54,0.5,LR,74,1.06,LR,108,2,LR
sp2462,Delavaya toxocarpa,1239,1448,0.17,LR,1487,0.2,LR,1667,0.35,LR
sp2463,Delonix regia,808,1645,1.04,LR,2108,1.61,LR,2577,2.19,LR
sp2464,Dendrocalamus asper,119,223,0.87,LR,234,0.97,LR,273,1.29,LR
sp2465,Dendrocalamus bambusoides,53,2,-0.96,CE,1,-0.98,CE,13,-0.75,EN
sp2466,Dendrocalamus barbatus,92,194,1.11,LR,162,0.76,LR,126,0.37,LR
sp2467,Dendrocalamus barbatus var. internodiiradicatus,87,251,1.89,LR,199,1.29,LR,159,0.83,LR
sp2468,Dendrocalamus birmanicus,44,32,-0.27,LR,34,-0.23,LR,21,-0.52,EN
sp2469,Dendrocalamus brandisii,352,657,0.87,LR,584,0.66,LR,430,0.22,LR
sp2470,Dendrocalamus calostachyus,39,155,2.97,LR,179,3.59,LR,28,-0.28,LR
sp2471,Dendrocalamus farinosus,130,231,0.78,LR,181,0.39,LR,302,1.32,LR
sp2472,Dendrocalamus fugongensis,35,0,-1,EX,0,-1,EX,0,-1,EX
sp2473,Dendrocalamus giganteus,906,1140,0.26,LR,1155,0.27,LR,1069,0.18,LR
sp2474,Dendrocalamus hamiltonii,55,141,1.56,LR,165,2,LR,74,0.35,LR
sp2475,Dendrocalamus latiflorus,2502,2339,-0.07,LR,2660,0.06,LR,2586,0.03,LR
sp2476,Dendrocalamus membranaceus,1251,2509,1.01,LR,2645,1.11,LR,2689,1.15,LR
sp2477,Dendrocalamus minor,1006,946,-0.06,LR,984,-0.02,LR,1887,0.88,LR
sp2478,Dendrocalamus minor var. amoenus,42,0,-1,EX,0,-1,EX,34,-0.19,LR
sp2479,Dendrocalamus pachystachys,219,470,1.15,LR,320,0.46,LR,424,0.94,LR
sp2480,Dendrocalamus parishii,144,132,-0.08,LR,154,0.07,LR,149,0.03,LR
sp2481,Dendrocalamus peculiaris,42,173,3.12,LR,155,2.69,LR,11,-0.74,EN
sp2482,Dendrocalamus pulverulentus,183,441,1.41,LR,145,-0.21,LR,170,-0.07,LR
sp2483,Dendrocalamus semiscandens,218,179,-0.18,LR,216,-0.01,LR,301,0.38,LR
sp2484,Dendrocalamus sikkimensis,42,70,0.67,LR,73,0.74,LR,162,2.86,LR
sp2485,Dendrocalamus sinicus,117,318,1.72,LR,316,1.7,LR,222,0.9,LR
sp2486,Dendrocalamus tibeticus,200,875,3.38,LR,889,3.45,LR,488,1.44,LR
sp2487,Dendrocnide basirotunda,36,110,2.06,LR,107,1.97,LR,41,0.14,LR
sp2488,Dendrocnide meyeniana,40,76,0.9,LR,67,0.68,LR,68,0.7,LR
sp2489,Dendrocnide sinuata,834,1508,0.81,LR,1724,1.07,LR,1474,0.77,LR
sp2490,Dendrocnide urentissima,257,273,0.06,LR,131,-0.49,VU,235,-0.09,LR
sp2491,Dendrolobium lanceolatum,126,229,0.82,LR,263,1.09,LR,406,2.22,LR
sp2492,Dendrolobium triangulare,1618,2041,0.26,LR,2639,0.63,LR,2252,0.39,LR
sp2493,Dendrolobium umbellatum,27,59,1.19,LR,53,0.96,LR,52,0.93,LR
sp2494,Dendropanax bilocularis,115,2,-0.98,CE,1,-0.99,CE,0,-1,EX
sp2495,Dendropanax burmanicus,343,1343,2.92,LR,1369,2.99,LR,806,1.35,LR
sp2496,Dendropanax confertus,594,643,0.08,LR,728,0.23,LR,784,0.32,LR
sp2497,Dendropanax dentiger,1634,1795,0.1,LR,1617,-0.01,LR,1366,-0.16,LR
sp2498,Dendropanax hainanensis,1265,1014,-0.2,LR,657,-0.48,VU,893,-0.29,LR
sp2499,Dendropanax kwangsiensis,770,255,-0.67,EN,495,-0.36,VU,383,-0.5,EN
sp2500,Dendropanax productus,473,836,0.77,LR,546,0.15,LR,739,0.56,LR
sp2501,Dendropanax proteus,1642,1470,-0.1,LR,1489,-0.09,LR,1361,-0.17,LR
sp2502,Dendrophthoe pentandra,1507,1494,-0.01,LR,1521,0.01,LR,1516,0.01,LR
sp2503,Dendrotrophe granulata,167,1108,5.63,LR,1191,6.13,LR,484,1.9,LR
sp2504,Dendrotrophe polyneura,539,819,0.52,LR,726,0.35,LR,495,-0.08,LR
sp2505,Dendrotrophe varians,1470,1797,0.22,LR,2195,0.49,LR,2553,0.74,LR
sp2506,Derris alborubra,1228,2054,0.67,LR,2069,0.68,LR,1857,0.51,LR
sp2507,Derris caudatilimba,338,692,1.05,LR,521,0.54,LR,210,-0.38,VU
sp2508,Derris cavaleriei,197,208,0.06,LR,247,0.25,LR,601,2.05,LR
sp2509,Derris eriocarpa,430,641,0.49,LR,524,0.22,LR,958,1.23,LR
sp2510,Derris ferruginea,543,599,0.1,LR,562,0.03,LR,797,0.47,LR
sp2511,Derris fordii,2389,2309,-0.03,LR,1921,-0.2,LR,2204,-0.08,LR
sp2512,Derris fordii var. lucida,1509,787,-0.48,VU,1136,-0.25,LR,2411,0.6,LR
sp2513,Derris laxiflora,60,81,0.35,LR,72,0.2,LR,70,0.17,LR
sp2514,Derris marginata,1544,2846,0.84,LR,2774,0.8,LR,1900,0.23,LR
sp2515,Derris robusta,369,586,0.59,LR,511,0.38,LR,280,-0.24,LR
sp2516,Derris scabricaulis,1568,2314,0.48,LR,2277,0.45,LR,2055,0.31,LR
sp2517,Derris tonkinensis,402,237,-0.41,VU,232,-0.42,VU,780,0.94,LR
sp2518,Derris tonkinensis var. compacta,26,46,0.77,LR,41,0.58,LR,140,4.38,LR
sp2519,Derris trifoliata,727,605,-0.17,LR,612,-0.16,LR,437,-0.4,VU
sp2520,Desmodium callianthum,723,1633,1.26,LR,1642,1.27,LR,1543,1.13,LR
sp2521,Desmodium concinnum,465,811,0.74,LR,631,0.36,LR,548,0.18,LR
sp2522,Desmodium diffusum,501,1035,1.07,LR,876,0.75,LR,816,0.63,LR
sp2523,Desmodium elegans,2455,3447,0.4,LR,3611,0.47,LR,2973,0.21,LR
sp2524,Desmodium gangeticum,1873,2869,0.53,LR,3092,0.65,LR,3509,0.87,LR
sp2525,Desmodium griffithianum,937,906,-0.03,LR,910,-0.03,LR,894,-0.05,LR
sp2526,Desmodium heterocarpon,3889,3668,-0.06,LR,3234,-0.17,LR,2525,-0.35,VU
sp2527,Desmodium hispidum,492,561,0.14,LR,792,0.61,LR,676,0.37,LR
sp2528,Desmodium laxiflorum,3034,3603,0.19,LR,3613,0.19,LR,3271,0.08,LR
sp2529,Desmodium megaphyllum,545,847,0.55,LR,746,0.37,LR,455,-0.17,LR
sp2530,Desmodium multiflorum,2865,2166,-0.24,LR,1952,-0.32,VU,1618,-0.44,VU
sp2531,Desmodium oblongum,371,529,0.43,LR,460,0.24,LR,274,-0.26,LR
sp2532,Desmodium renifolium,686,949,0.38,LR,842,0.23,LR,1135,0.65,LR
sp2533,Desmodium reticulatum,209,251,0.2,LR,235,0.12,LR,84,-0.6,EN
sp2534,Desmodium rubrum,131,296,1.26,LR,481,2.67,LR,600,3.58,LR
sp2535,Desmodium sequax,3268,2798,-0.14,LR,2583,-0.21,LR,2314,-0.29,LR
sp2536,Desmodium stenophyllum,38,94,1.47,LR,78,1.05,LR,53,0.39,LR
sp2537,Desmodium velutinum,1423,1814,0.27,LR,1888,0.33,LR,1927,0.35,LR
sp2538,Desmodium yunnanense,698,918,0.32,LR,879,0.26,LR,739,0.06,LR
sp2539,Desmodium zonatum,1691,2689,0.59,LR,2821,0.67,LR,2632,0.56,LR
sp2540,Desmos chinensis,1841,2628,0.43,LR,3237,0.76,LR,4060,1.21,LR
sp2541,Desmos dumosus,820,646,-0.21,LR,549,-0.33,VU,1003,0.22,LR
sp2542,Desmos macrocalyx,421,226,-0.46,VU,317,-0.25,LR,880,1.09,LR
sp2543,Desmos rostratus,1208,1209,0,LR,1221,0.01,LR,1313,0.09,LR
sp2544,Desmos saccopetaloides,46,28,-0.39,VU,17,-0.63,EN,149,2.24,LR
sp2545,Desmos sootepensis,87,166,0.91,LR,184,1.11,LR,102,0.17,LR
sp2546,Desmos yunnanensis,53,130,1.45,LR,123,1.32,LR,54,0.02,LR
sp2547,Deutzia albida,155,208,0.34,LR,244,0.57,LR,148,-0.05,LR
sp2548,Deutzia aspera,745,910,0.22,LR,851,0.14,LR,696,-0.07,LR
sp2549,Deutzia baroniana,1942,2113,0.09,LR,1882,-0.03,LR,2001,0.03,LR
sp2550,Deutzia bomiensis,323,725,1.24,LR,707,1.19,LR,282,-0.13,LR
sp2551,Deutzia calycosa,676,1295,0.92,LR,1236,0.83,LR,984,0.46,LR
sp2552,Deutzia compacta,684,1820,1.66,LR,1912,1.8,LR,1403,1.05,LR
sp2553,Deutzia crassidentata,33,3,-0.91,CE,4,-0.88,CE,32,-0.03,LR
sp2554,Deutzia crassifolia,764,987,0.29,LR,940,0.23,LR,713,-0.07,LR
sp2555,Deutzia discolor,970,898,-0.07,LR,745,-0.23,LR,706,-0.27,LR
sp2556,Deutzia esquirolii,36,0,-1,EX,0,-1,EX,0,-1,EX
sp2557,Deutzia glabrata,1712,2119,0.24,LR,2317,0.35,LR,1992,0.16,LR
sp2558,Deutzia glauca,392,921,1.35,LR,634,0.62,LR,178,-0.55,EN
sp2559,Deutzia glomeruliflora,1285,1519,0.18,LR,1707,0.33,LR,1343,0.05,LR
sp2560,Deutzia gracilis,56,87,0.55,LR,88,0.57,LR,87,0.55,LR
sp2561,Deutzia grandiflora,1851,1401,-0.24,LR,1166,-0.37,VU,934,-0.5,EN
sp2562,Deutzia heterophylla,30,2,-0.93,CE,8,-0.73,EN,17,-0.43,VU
sp2563,Deutzia hookeriana,554,1029,0.86,LR,1050,0.9,LR,806,0.45,LR
sp2564,Deutzia hypoglauca,764,1088,0.42,LR,1015,0.33,LR,673,-0.12,LR
sp2565,Deutzia hypoglauca var. shawiana,26,0,-1,EX,0,-1,EX,3,-0.88,CE
sp2566,Deutzia longifolia,1569,1715,0.09,LR,1830,0.17,LR,1679,0.07,LR
sp2567,Deutzia longifolia var. pingwuensis,32,0,-1,EX,0,-1,EX,4,-0.88,CE
sp2568,Deutzia mollis,41,13,-0.68,EN,0,-1,EX,1,-0.98,CE
sp2569,Deutzia monbeigii,519,852,0.64,LR,858,0.65,LR,800,0.54,LR
sp2570,Deutzia muliensis,103,481,3.67,LR,417,3.05,LR,438,3.25,LR
sp2571,Deutzia nanchuanensis,42,0,-1,EX,1,-0.98,CE,26,-0.38,VU
sp2572,Deutzia ningpoensis,1247,1990,0.6,LR,1469,0.18,LR,837,-0.33,VU
sp2573,Deutzia parviflora,1916,2524,0.32,LR,2226,0.16,LR,1315,-0.31,VU
sp2574,Deutzia parviflora var. amurensis,767,1436,0.87,LR,1365,0.78,LR,1479,0.93,LR
sp2575,Deutzia parviflora var. micrantha,251,497,0.98,LR,568,1.26,LR,361,0.44,LR
sp2576,Deutzia pilosa,657,564,-0.14,LR,689,0.05,LR,610,-0.07,LR
sp2577,Deutzia pulchra,64,77,0.2,LR,70,0.09,LR,69,0.08,LR
sp2578,Deutzia purpurascens,762,990,0.3,LR,885,0.16,LR,691,-0.09,LR
sp2579,Deutzia rehderiana,683,642,-0.06,LR,659,-0.04,LR,445,-0.35,VU
sp2580,Deutzia rubens,539,496,-0.08,LR,550,0.02,LR,490,-0.09,LR
sp2581,Deutzia schneideriana,1668,2060,0.24,LR,1397,-0.16,LR,1519,-0.09,LR
sp2582,Deutzia setchuenensis,2951,3584,0.21,LR,3291,0.12,LR,3591,0.22,LR
sp2583,Deutzia setchuenensis var. corymbiflora,247,250,0.01,LR,228,-0.08,LR,111,-0.55,EN
sp2584,Deutzia staminea,457,856,0.87,LR,921,1.02,LR,811,0.77,LR
sp2585,Deutzia subulata,347,812,1.34,LR,741,1.14,LR,751,1.16,LR
sp2586,Deutzia taiwanensis,74,84,0.14,LR,79,0.07,LR,76,0.03,LR
sp2587,Deutzianthus tonkinensis,87,102,0.17,LR,111,0.28,LR,254,1.92,LR
sp2588,Dichapetalum gelonioides,270,594,1.2,LR,498,0.84,LR,427,0.58,LR
sp2589,Dichapetalum longipetalum,87,35,-0.6,EN,30,-0.66,EN,59,-0.32,VU
sp2590,Dichotomanthes tristaniicarpa,1128,1330,0.18,LR,1310,0.16,LR,1254,0.11,LR
sp2591,Dichroa daimingshanensis,703,123,-0.83,CE,425,-0.4,VU,201,-0.71,EN
sp2592,Dichroa febrifuga,4616,4381,-0.05,LR,3948,-0.14,LR,3647,-0.21,LR
sp2593,Dichroa hirsuta,439,361,-0.18,LR,477,0.09,LR,1102,1.51,LR
sp2594,Dichroa yaoshanensis,996,165,-0.83,CE,147,-0.85,CE,628,-0.37,VU
sp2595,Didissandra sinica,326,56,-0.83,CE,104,-0.68,EN,64,-0.8,CE
sp2596,Dillenia indica,618,1167,0.89,LR,1022,0.65,LR,1127,0.82,LR
sp2597,Dillenia pentagyna,63,102,0.62,LR,143,1.27,LR,100,0.59,LR
sp2598,Dillenia turbinata,549,615,0.12,LR,666,0.21,LR,1269,1.31,LR
sp2599,Dimocarpus confinis,932,145,-0.84,CE,188,-0.8,CE,1080,0.16,LR
sp2600,Dimocarpus fumatus ssp. calcicola,97,0,-1,EX,0,-1,EX,137,0.41,LR
sp2601,Dimocarpus longan,1999,2928,0.46,LR,3301,0.65,LR,3808,0.9,LR
sp2602,Diospyros cathayensis,2251,2742,0.22,LR,2995,0.33,LR,3131,0.39,LR
sp2603,Diospyros diversilimba,229,562,1.45,LR,804,2.51,LR,994,3.34,LR
sp2604,Diospyros dumetorum,1767,2114,0.2,LR,2257,0.28,LR,2085,0.18,LR
sp2605,Diospyros ehretioides,33,11,-0.67,EN,15,-0.55,EN,43,0.3,LR
sp2606,Diospyros eriantha,1229,1421,0.16,LR,1570,0.28,LR,1833,0.49,LR
sp2607,Diospyros forrestii,156,63,-0.6,EN,51,-0.67,EN,8,-0.95,CE
sp2608,Diospyros inflata,25,10,-0.6,EN,16,-0.36,VU,44,0.76,LR
sp2609,Diospyros japonica,1425,838,-0.41,VU,232,-0.84,CE,101,-0.93,CE
sp2610,Diospyros kaki,4590,4348,-0.05,LR,4295,-0.06,LR,4590,0,LR
sp2611,Diospyros kaki var. silvestris,1947,1511,-0.22,LR,1448,-0.26,LR,1229,-0.37,VU
sp2612,Diospyros kerrii,108,181,0.68,LR,189,0.75,LR,127,0.18,LR
sp2613,Diospyros longshengensis,22,0,-1,EX,0,-1,EX,0,-1,EX
sp2614,Diospyros lotus,4364,3106,-0.29,LR,2812,-0.36,VU,2190,-0.5,EN
sp2615,Diospyros lotus var. mollissima,745,3007,3.04,LR,3154,3.23,LR,1974,1.65,LR
sp2616,Diospyros maritima,32,66,1.06,LR,58,0.81,LR,57,0.78,LR
sp2617,Diospyros miaoshanica,313,1,-1,EX,0,-1,EX,38,-0.88,CE
sp2618,Diospyros morrisiana,2930,3475,0.19,LR,3248,0.11,LR,3111,0.06,LR
sp2619,Diospyros nigricortex,83,224,1.7,LR,159,0.92,LR,153,0.84,LR
sp2620,Diospyros oldhamii,64,76,0.19,LR,71,0.11,LR,70,0.09,LR
sp2621,Diospyros oleifera,2557,3302,0.29,LR,2733,0.07,LR,2702,0.06,LR
sp2622,Diospyros oliviformis,83,94,0.13,LR,112,0.35,LR,119,0.43,LR
sp2623,Diospyros philippensis,62,98,0.58,LR,85,0.37,LR,76,0.23,LR
sp2624,Diospyros potingensis,28,0,-1,EX,0,-1,EX,84,2,LR
sp2625,Diospyros punctilimba,46,3,-0.93,CE,0,-1,EX,38,-0.17,LR
sp2626,Diospyros reticulinervis,113,10,-0.91,CE,0,-1,EX,134,0.19,LR
sp2627,Diospyros reticulinervis var. glabrescens,58,2,-0.97,CE,0,-1,EX,68,0.17,LR
sp2628,Diospyros rhombifolia,1078,1546,0.43,LR,813,-0.25,LR,498,-0.54,EN
sp2629,Diospyros rubra,25,15,-0.4,VU,20,-0.2,LR,41,0.64,LR
sp2630,Diospyros sichourensis,180,15,-0.92,CE,24,-0.87,CE,215,0.19,LR
sp2631,Diospyros siderophylla,375,230,-0.39,VU,230,-0.39,VU,607,0.62,LR
sp2632,Diospyros strigosa,129,241,0.87,LR,251,0.95,LR,560,3.34,LR
sp2633,Diospyros sunyiensis,49,2,-0.96,CE,3,-0.94,CE,4,-0.92,CE
sp2634,Diospyros susarticulata,33,6,-0.82,CE,4,-0.88,CE,13,-0.61,EN
sp2635,Diospyros tsangii,1118,1579,0.41,LR,1193,0.07,LR,1122,0,LR
sp2636,Diospyros tutcheri,1299,820,-0.37,VU,598,-0.54,EN,649,-0.5,EN
sp2637,Diospyros vaccinioides,137,140,0.02,LR,212,0.55,LR,68,-0.5,EN
sp2638,Diospyros xiangguiensis,159,1,-0.99,CE,2,-0.99,CE,146,-0.08,LR
sp2639,Diospyros xishuangbannaensis,133,338,1.54,LR,343,1.58,LR,273,1.05,LR
sp2640,Diospyros yunnanensis,180,206,0.14,LR,163,-0.09,LR,199,0.11,LR
sp2641,Dipelta elegans,55,1,-0.98,CE,6,-0.89,CE,50,-0.09,LR
sp2642,Dipelta floribunda,975,780,-0.2,LR,749,-0.23,LR,589,-0.4,VU
sp2643,Dipelta yunnanensis,1685,1729,0.03,LR,2144,0.27,LR,2085,0.24,LR
sp2644,Dipentodon sinicus,832,2056,1.47,LR,1779,1.14,LR,611,-0.27,LR
sp2645,Diplarche multiflora,560,1108,0.98,LR,1119,1,LR,1009,0.8,LR
sp2646,Diplarche pauciflora,83,71,-0.14,LR,78,-0.06,LR,9,-0.89,CE
sp2647,Diplectria barbata,79,108,0.37,LR,145,0.84,LR,286,2.62,LR
sp2648,Diploclisia affinis,2584,2585,0,LR,2024,-0.22,LR,1871,-0.28,LR
sp2649,Diploclisia glaucescens,2319,2853,0.23,LR,3040,0.31,LR,3677,0.59,LR
sp2650,Diplodiscus trichospermus,141,159,0.13,LR,173,0.23,LR,372,1.64,LR
sp2651,Diploknema butyracea,153,247,0.61,LR,248,0.62,LR,111,-0.27,LR
sp2652,Diplopanax stachyanthus,140,5,-0.96,CE,0,-1,EX,29,-0.79,EN
sp2653,Diplospora dubia,1309,2021,0.54,LR,1385,0.06,LR,1067,-0.18,LR
sp2654,Diplospora fruticosa,3010,3735,0.24,LR,4034,0.34,LR,4273,0.42,LR
sp2655,Diplospora mollissima,275,532,0.93,LR,455,0.65,LR,169,-0.39,VU
sp2656,Dipterocarpus retusus,136,478,2.51,LR,607,3.46,LR,52,-0.62,EN
sp2657,Dipterocarpus turbinatus,329,1136,2.45,LR,1163,2.53,LR,629,0.91,LR
sp2658,Dipteronia sinensis,1649,2279,0.38,LR,2064,0.25,LR,1419,-0.14,LR
sp2659,Disanthus cercidifolius ssp. longipes,245,292,0.19,LR,114,-0.53,EN,19,-0.92,CE
sp2660,Discocleidion rufescens,2122,1812,-0.15,LR,2396,0.13,LR,2646,0.25,LR
sp2661,Discocleidion ulmifolium,58,47,-0.19,LR,16,-0.72,EN,0,-1,EX
sp2662,Distyliopsis dunnii,1540,1733,0.13,LR,1626,0.06,LR,1671,0.09,LR
sp2663,Distyliopsis laurifolia,360,66,-0.82,CE,68,-0.81,CE,700,0.94,LR
sp2664,Distyliopsis tutcheri,569,834,0.47,LR,552,-0.03,LR,1013,0.78,LR
sp2665,Distyliopsis yunnanensis,141,383,1.72,LR,322,1.28,LR,110,-0.22,LR
sp2666,Distylium buxifolium,1897,2097,0.11,LR,1627,-0.14,LR,2113,0.11,LR
sp2667,Distylium chinense,1215,1158,-0.05,LR,1127,-0.07,LR,1181,-0.03,LR
sp2668,Distylium chungii,1095,1597,0.46,LR,1458,0.33,LR,1157,0.06,LR
sp2669,Distylium cuspidatum,576,326,-0.43,VU,97,-0.83,CE,94,-0.84,CE
sp2670,Distylium dunnianum,1601,813,-0.49,VU,715,-0.55,EN,1277,-0.2,LR
sp2671,Distylium elaeagnoides,595,226,-0.62,EN,230,-0.61,EN,91,-0.85,CE
sp2672,Distylium gracile,65,45,-0.31,VU,46,-0.29,LR,39,-0.4,VU
sp2673,Distylium macrophyllum,434,171,-0.61,EN,242,-0.44,VU,162,-0.63,EN
sp2674,Distylium myricoides,2709,2912,0.07,LR,2351,-0.13,LR,2357,-0.13,LR
sp2675,Distylium pingpienense,407,19,-0.95,CE,2,-1,EX,260,-0.36,VU
sp2676,Distylium racemosum,952,1125,0.18,LR,1075,0.13,LR,646,-0.32,VU
sp2677,Dobinea delavayi,589,604,0.03,LR,630,0.07,LR,559,-0.05,LR
sp2678,Dobinea vulgaris,154,626,3.06,LR,585,2.8,LR,217,0.41,LR
sp2679,Docynia delavayi,1247,1419,0.14,LR,1316,0.06,LR,1476,0.18,LR
sp2680,Docynia indica,1252,1815,0.45,LR,1830,0.46,LR,1739,0.39,LR
sp2681,Dodecadenia grandiflora,1323,2168,0.64,LR,2154,0.63,LR,1152,-0.13,LR
sp2682,Dodonaea viscosa,1763,2299,0.3,LR,2319,0.32,LR,2142,0.21,LR
sp2683,Dracaena angustifolia,522,846,0.62,LR,1141,1.19,LR,1302,1.49,LR
sp2684,Dracaena cambodiana,39,60,0.54,LR,70,0.79,LR,110,1.82,LR
sp2685,Dracaena cochinchinensis,457,680,0.49,LR,565,0.24,LR,794,0.74,LR
sp2686,Dracaena elliptica,32,21,-0.34,VU,5,-0.84,CE,0,-1,EX
sp2687,Dracontomelon duperreanum,945,989,0.05,LR,1273,0.35,LR,1928,1.04,LR
sp2688,Dregea cuneifolia,29,0,-1,EX,0,-1,EX,0,-1,EX
sp2689,Dregea sinensis,2668,2092,-0.22,LR,2175,-0.18,LR,2269,-0.15,LR
sp2690,Dregea sinensis var. corrugata,857,443,-0.48,VU,477,-0.44,VU,257,-0.7,EN
sp2691,Dregea volubilis,1324,2358,0.78,LR,2783,1.1,LR,3428,1.59,LR
sp2692,Dregea yunnanensis,2237,2285,0.02,LR,2678,0.2,LR,2386,0.07,LR
sp2693,Drepanostachyum fractiflexum,435,892,1.05,LR,867,0.99,LR,815,0.87,LR
sp2694,Drepanostachyum semiorbiculatum,104,262,1.52,LR,283,1.72,LR,132,0.27,LR
sp2695,Drimycarpus racemosus,367,744,1.03,LR,652,0.78,LR,742,1.02,LR
sp2696,Dryas octopetala var. asiatica,493,410,-0.17,LR,380,-0.23,LR,244,-0.51,EN
sp2697,Drypetes arcuatinervia,636,580,-0.09,LR,638,0,LR,1392,1.19,LR
sp2698,Drypetes congestiflora,35,64,0.83,LR,80,1.29,LR,182,4.2,LR
sp2699,Drypetes cumingii,435,624,0.43,LR,951,1.19,LR,1211,1.78,LR
sp2700,Drypetes hainanensis,71,73,0.03,LR,152,1.14,LR,288,3.06,LR
sp2701,Drypetes indica,887,788,-0.11,LR,619,-0.3,VU,1147,0.29,LR
sp2702,Drypetes integrifolia,152,298,0.96,LR,320,1.11,LR,475,2.13,LR
sp2703,Drypetes perreticulata,382,638,0.67,LR,916,1.4,LR,1113,1.91,LR
sp2704,Duabanga grandiflora,550,852,0.55,LR,786,0.43,LR,666,0.21,LR
sp2705,Duhaldea chinensis,3639,3123,-0.14,LR,2987,-0.18,LR,3275,-0.1,LR
sp2706,Duhaldea eupatorioides,134,2,-0.99,CE,1,-0.99,CE,15,-0.89,CE
sp2707,Duhaldea forrestii,167,190,0.14,LR,182,0.09,LR,271,0.62,LR
sp2708,Duhaldea pterocaula,644,605,-0.06,LR,580,-0.1,LR,603,-0.06,LR
sp2709,Duhaldea rubricaulis,326,436,0.34,LR,366,0.12,LR,271,-0.17,LR
sp2710,Duhaldea wissmanniana,169,400,1.37,LR,368,1.18,LR,311,0.84,LR
sp2711,Dunbaria circinalis,99,164,0.66,LR,85,-0.14,LR,62,-0.37,VU
sp2712,Dunnia sinensis,175,239,0.37,LR,210,0.2,LR,13,-0.93,CE
sp2713,Duperrea pavettaefolia,432,373,-0.14,LR,454,0.05,LR,882,1.04,LR
sp2714,Duranta erecta,932,1276,0.37,LR,1483,0.59,LR,1870,1.01,LR
sp2715,Dysoxylum excelsum,919,2230,1.43,LR,2351,1.56,LR,2149,1.34,LR
sp2716,Dysoxylum gotadhora,531,890,0.68,LR,764,0.44,LR,622,0.17,LR
sp2717,Dysoxylum grande,425,700,0.65,LR,1031,1.43,LR,1117,1.63,LR
sp2718,Dysoxylum hongkongense,770,650,-0.16,LR,1038,0.35,LR,1141,0.48,LR
sp2719,Dysoxylum laxiracemosum,57,127,1.23,LR,99,0.74,LR,33,-0.42,VU
sp2720,Dysoxylum lenticellatum,72,179,1.49,LR,172,1.39,LR,171,1.38,LR
