Species,Name,current,RCP2.6,RCP2.6_CSH,Type_1,RCP6.0,RCP6.0_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp4757,Mahonia breviracema,490,141,-0.71,EN,66,-0.87,CE,15,-0.97,CE
sp4758,Mahonia calamicaulis,63,0,-1,EX,0,-1,EX,0,-1,EX
sp4759,Mahonia conferta,55,33,-0.4,VU,27,-0.51,EN,189,2.44,LR
sp4760,Mahonia duclouxiana,874,921,0.05,LR,1094,0.25,LR,1136,0.3,LR
sp4761,Mahonia eurybracteata,1484,2344,0.58,LR,2195,0.48,LR,2714,0.83,LR
sp4762,Mahonia eurybracteata ssp. ganpinensis,815,808,-0.01,LR,950,0.17,LR,1111,0.36,LR
sp4763,Mahonia fordii,1025,804,-0.22,LR,749,-0.27,LR,442,-0.57,EN
sp4764,Mahonia fortunei,2300,1624,-0.29,LR,1138,-0.51,EN,931,-0.6,EN
sp4765,Mahonia gracilipes,59,7,-0.88,CE,4,-0.93,CE,11,-0.81,CE
sp4766,Mahonia japonica,1330,1580,0.19,LR,1013,-0.24,LR,535,-0.6,EN
sp4767,Mahonia monyulensis,155,269,0.74,LR,268,0.73,LR,127,-0.18,LR
sp4768,Mahonia napaulensis,753,1916,1.54,LR,1997,1.65,LR,860,0.14,LR
sp4769,Mahonia nitens,770,525,-0.32,VU,396,-0.49,VU,840,0.09,LR
sp4770,Mahonia oiwakensis,1357,1330,-0.02,LR,1275,-0.06,LR,1101,-0.19,LR
sp4771,Mahonia polyodonta,868,1461,0.68,LR,1208,0.39,LR,592,-0.32,VU
sp4772,Mahonia shenii,837,833,0,LR,827,-0.01,LR,349,-0.58,EN
sp4773,Mahonia sheridaniana,590,405,-0.31,VU,302,-0.49,VU,275,-0.53,EN
sp4774,Mahonia taronensis,428,575,0.34,LR,539,0.26,LR,165,-0.61,EN
sp4775,Malaisia scandens,637,996,0.56,LR,1213,0.9,LR,1617,1.54,LR
sp4776,Malania oleifera,298,299,0,LR,380,0.28,LR,637,1.14,LR
sp4777,Mallotus anomalus,192,405,1.11,LR,507,1.64,LR,673,2.51,LR
sp4778,Mallotus apelta,3515,4073,0.16,LR,3776,0.07,LR,3962,0.13,LR
sp4779,Mallotus apelta var. kwangsiensis,469,700,0.49,LR,390,-0.17,LR,556,0.19,LR
sp4780,Mallotus barbatus,2330,2095,-0.1,LR,1938,-0.17,LR,2378,0.02,LR
sp4781,Mallotus barbatus var. croizatianus,65,42,-0.35,VU,61,-0.06,LR,263,3.05,LR
sp4782,Mallotus conspurcatus,117,21,-0.82,CE,7,-0.94,CE,89,-0.24,LR
sp4783,Mallotus decipiens,35,128,2.66,LR,142,3.06,LR,31,-0.11,LR
sp4784,Mallotus dunnii,264,69,-0.74,EN,89,-0.66,EN,94,-0.64,EN
sp4785,Mallotus esquirolii,729,958,0.31,LR,835,0.15,LR,977,0.34,LR
sp4786,Mallotus garrettii,41,168,3.1,LR,185,3.51,LR,24,-0.41,VU
sp4787,Mallotus japonicus,3555,3693,0.04,LR,3060,-0.14,LR,2778,-0.22,LR
sp4788,Mallotus lianus,1947,1793,-0.08,LR,1744,-0.1,LR,1141,-0.41,VU
sp4789,Mallotus metcalfianus,79,4,-0.95,CE,5,-0.94,CE,70,-0.11,LR
sp4790,Mallotus microcarpus,1721,1280,-0.26,LR,1299,-0.25,LR,1687,-0.02,LR
sp4791,Mallotus millietii,2585,2690,0.04,LR,2396,-0.07,LR,2766,0.07,LR
sp4792,Mallotus nepalensis,2367,2247,-0.05,LR,1922,-0.19,LR,1493,-0.37,VU
sp4793,Mallotus oreophilus,35,1,-0.97,CE,0,-1,EX,0,-1,EX
sp4794,Mallotus paniculatus,1882,2425,0.29,LR,2735,0.45,LR,3307,0.76,LR
sp4795,Mallotus peltatus,220,481,1.19,LR,690,2.14,LR,698,2.17,LR
sp4796,Mallotus philippensis,4576,3675,-0.2,LR,2866,-0.37,VU,2736,-0.4,VU
sp4797,Mallotus philippensis var. reticulatus,33,76,1.3,LR,37,0.12,LR,20,-0.39,VU
sp4798,Mallotus repandus,4136,4999,0.21,LR,4921,0.19,LR,4888,0.18,LR
sp4799,Mallotus tenuifolius,1622,1353,-0.17,LR,767,-0.53,EN,613,-0.62,EN
sp4800,Mallotus tenuifolius var. paxii,2053,2390,0.16,LR,1930,-0.06,LR,1527,-0.26,LR
sp4801,Mallotus tetracoccus,519,1027,0.98,LR,966,0.86,LR,541,0.04,LR
sp4802,Mallotus tiliifolius,137,265,0.93,LR,368,1.69,LR,363,1.65,LR
sp4803,Mallotus yunnanensis,566,455,-0.2,LR,468,-0.17,LR,1490,1.63,LR
sp4804,Malus ¡Ámicromalus,995,1424,0.43,LR,1495,0.5,LR,1249,0.26,LR
sp4805,Malus asiatica,3692,4966,0.35,LR,5053,0.37,LR,3569,-0.03,LR
sp4806,Malus baccata,4382,4767,0.09,LR,4578,0.04,LR,3470,-0.21,LR
sp4807,Malus daochengensis,638,992,0.55,LR,933,0.46,LR,876,0.37,LR
sp4808,Malus doumeri,1456,1399,-0.04,LR,945,-0.35,VU,669,-0.54,EN
sp4809,Malus halliana,1913,2446,0.28,LR,2742,0.43,LR,2164,0.13,LR
sp4810,Malus honanensis,1562,1304,-0.17,LR,1331,-0.15,LR,991,-0.37,VU
sp4811,Malus hupehensis,5616,5301,-0.06,LR,4724,-0.16,LR,3805,-0.32,VU
sp4812,Malus kansuensis,1498,2069,0.38,LR,2099,0.4,LR,1467,-0.02,LR
sp4813,Malus kansuensis var. calva,312,566,0.81,LR,437,0.4,LR,200,-0.36,VU
sp4814,Malus komarovii,42,211,4.02,LR,250,4.95,LR,284,5.76,LR
sp4815,Malus leiocalyca,2199,2723,0.24,LR,1928,-0.12,LR,1527,-0.31,VU
sp4816,Malus mandshurica,2740,2919,0.07,LR,2650,-0.03,LR,1496,-0.45,VU
sp4817,Malus muliensis,78,189,1.42,LR,198,1.54,LR,262,2.36,LR
sp4818,Malus ombrophila,904,1028,0.14,LR,965,0.07,LR,804,-0.11,LR
sp4819,Malus prattii,941,1609,0.71,LR,1643,0.75,LR,1141,0.21,LR
sp4820,Malus prunifolia,2352,2481,0.05,LR,2459,0.05,LR,2019,-0.14,LR
sp4821,Malus rockii,1003,1238,0.23,LR,1128,0.12,LR,709,-0.29,LR
sp4822,Malus sieboldii,2922,2430,-0.17,LR,2085,-0.29,LR,1598,-0.45,VU
sp4823,Malus sieversii,129,50,-0.61,EN,77,-0.4,VU,82,-0.36,VU
sp4824,Malus sikkimensis,559,877,0.57,LR,860,0.54,LR,262,-0.53,EN
sp4825,Malus spectabilis,840,1146,0.36,LR,1431,0.7,LR,1401,0.67,LR
sp4826,Malus toringoides,1014,1793,0.77,LR,1869,0.84,LR,1715,0.69,LR
sp4827,Malus transitoria,1948,3126,0.6,LR,2864,0.47,LR,2656,0.36,LR
sp4828,Malus yunnanensis,1360,1283,-0.06,LR,1182,-0.13,LR,522,-0.62,EN
sp4829,Malus yunnanensis var. veitchii,1255,1095,-0.13,LR,857,-0.32,VU,378,-0.7,EN
sp4830,Mammea yunnanensis,27,107,2.96,LR,122,3.52,LR,57,1.11,LR
sp4831,Mananthes microdonta,276,16,-0.94,CE,21,-0.92,CE,63,-0.77,EN
sp4832,Mananthes vasculosa,94,5,-0.95,CE,3,-0.97,CE,300,2.19,LR
sp4833,Mangifera laurina,41,26,-0.37,VU,10,-0.76,EN,250,5.1,LR
sp4834,Mangifera persiciforma,389,454,0.17,LR,637,0.64,LR,924,1.38,LR
sp4835,Mangifera sylvatica,401,713,0.78,LR,687,0.71,LR,474,0.18,LR
sp4836,Manglietia aromatica,156,11,-0.93,CE,6,-0.96,CE,47,-0.7,EN
sp4837,Manglietia caveana,113,68,-0.4,VU,42,-0.63,EN,2,-0.98,CE
sp4838,Manglietia conifera,1991,855,-0.57,EN,823,-0.59,EN,1640,-0.18,LR
sp4839,Manglietia dandyi,39,98,1.51,LR,156,3,LR,46,0.18,LR
sp4840,Manglietia duclouxii,67,32,-0.52,EN,19,-0.72,EN,131,0.96,LR
sp4841,Manglietia fordiana,3594,4163,0.16,LR,3661,0.02,LR,4055,0.13,LR
sp4842,Manglietia fordiana var. hainarensis,111,81,-0.27,LR,117,0.05,LR,165,0.49,LR
sp4843,Manglietia forrestii,947,1297,0.37,LR,1179,0.24,LR,983,0.04,LR
sp4844,Manglietia hookeri,79,175,1.22,LR,180,1.28,LR,5,-0.94,CE
sp4845,Manglietia insignis,1314,1047,-0.2,LR,762,-0.42,VU,632,-0.52,EN
sp4846,Manglietia kwangtungensis,648,376,-0.42,VU,223,-0.66,EN,179,-0.72,EN
sp4847,Manglietia pachyphylla,103,25,-0.76,EN,7,-0.93,CE,0,-1,EX
sp4848,Manglietia szechuanica,281,1102,2.92,LR,1134,3.04,LR,570,1.03,LR
sp4849,Manilkara hexandra,90,233,1.59,LR,378,3.2,LR,467,4.19,LR
sp4850,Maoutia puya,1338,2041,0.53,LR,2094,0.57,LR,2086,0.56,LR
sp4851,Mappianthus iodoides,1874,1655,-0.12,LR,1523,-0.19,LR,1368,-0.27,LR
sp4852,Margaritaria indica,58,187,2.22,LR,178,2.07,LR,268,3.62,LR
sp4853,Markhamia stipulata,806,1308,0.62,LR,1515,0.88,LR,1288,0.6,LR
sp4854,Marsdenia griffithii,70,189,1.7,LR,117,0.67,LR,45,-0.36,VU
sp4855,Marsdenia koi,1128,1021,-0.09,LR,712,-0.37,VU,404,-0.64,EN
sp4856,Marsdenia medogensis,227,837,2.69,LR,822,2.62,LR,670,1.95,LR
sp4857,Marsdenia officinalis,89,570,5.4,LR,372,3.18,LR,91,0.02,LR
sp4858,Marsdenia tenacissima,917,1476,0.61,LR,1388,0.51,LR,1102,0.2,LR
sp4859,Mayodendron igneum,826,1574,0.91,LR,1816,1.2,LR,1614,0.95,LR
sp4860,Maytenus austroyunnanensis,110,277,1.52,LR,303,1.75,LR,194,0.76,LR
sp4861,Maytenus confertiflora,39,24,-0.38,VU,38,-0.03,LR,188,3.82,LR
sp4862,Maytenus guangxiensis,57,66,0.16,LR,115,1.02,LR,298,4.23,LR
sp4863,Maytenus hainanensis,117,348,1.97,LR,355,2.03,LR,158,0.35,LR
sp4864,Maytenus hookeri,120,324,1.7,LR,330,1.75,LR,193,0.61,LR
sp4865,Maytenus inflata,65,166,1.55,LR,180,1.77,LR,77,0.18,LR
sp4866,Medinilla arboricola,24,7,-0.71,EN,9,-0.63,EN,31,0.29,LR
sp4867,Medinilla assamica,328,252,-0.23,LR,162,-0.51,EN,1010,2.08,LR
sp4868,Medinilla fengii,138,257,0.86,LR,189,0.37,LR,390,1.83,LR
sp4869,Medinilla formosana,21,58,1.76,LR,51,1.43,LR,45,1.14,LR
sp4870,Medinilla lanceata,189,406,1.15,LR,429,1.27,LR,514,1.72,LR
sp4871,Medinilla nana,369,2032,4.51,LR,2022,4.48,LR,1134,2.07,LR
sp4872,Medinilla petelotii,486,2092,3.3,LR,2066,3.25,LR,1111,1.29,LR
sp4873,Medinilla rubicunda,546,1695,2.1,LR,1675,2.07,LR,500,-0.08,LR
sp4874,Medinilla septentrionalis,863,973,0.13,LR,872,0.01,LR,725,-0.16,LR
sp4875,Megistostigma yunnanense,50,155,2.1,LR,168,2.36,LR,73,0.46,LR
sp4876,Melanolepis multiglandulosa,34,76,1.24,LR,74,1.18,LR,71,1.09,LR
sp4877,Melastoma dodecandrum,2908,2799,-0.04,LR,2424,-0.17,LR,3065,0.05,LR
sp4878,Melastoma imbricatum,343,500,0.46,LR,418,0.22,LR,706,1.06,LR
sp4879,Melastoma intermedium,1331,1052,-0.21,LR,1112,-0.16,LR,1185,-0.11,LR
sp4880,Melastoma malabathricum,3164,3655,0.16,LR,4357,0.38,LR,4972,0.57,LR
sp4881,Melastoma sanguineum,911,1166,0.28,LR,1318,0.45,LR,1556,0.71,LR
sp4882,Melia azedarach,3830,3792,-0.01,LR,3398,-0.11,LR,2288,-0.4,VU
sp4883,Melicope chunii,128,441,2.45,LR,508,2.97,LR,535,3.18,LR
sp4884,Melicope glomerata,27,107,2.96,LR,122,3.52,LR,57,1.11,LR
sp4885,Melicope lunu-ankenda,104,130,0.25,LR,103,-0.01,LR,6,-0.94,CE
sp4886,Melicope patulinervia,26,5,-0.81,CE,2,-0.92,CE,18,-0.31,VU
sp4887,Melicope pteleifolia,705,727,0.03,LR,616,-0.13,LR,442,-0.37,VU
sp4888,Melicope semecarpifolia,32,66,1.06,LR,58,0.81,LR,57,0.78,LR
sp4889,Melicope viticina,98,193,0.97,LR,207,1.11,LR,55,-0.44,VU
sp4890,Meliosma alba,1915,2153,0.12,LR,1782,-0.07,LR,889,-0.54,EN
sp4891,Meliosma angustifolia,1005,1272,0.27,LR,1368,0.36,LR,1976,0.97,LR
sp4892,Meliosma arnottiana,1139,1384,0.22,LR,1216,0.07,LR,1048,-0.08,LR
sp4893,Meliosma cuneifolia,3578,3807,0.06,LR,3963,0.11,LR,3038,-0.15,LR
sp4894,Meliosma cuneifolia var. glabriuscula,1531,1254,-0.18,LR,1210,-0.21,LR,1194,-0.22,LR
sp4895,Meliosma dilleniifolia,411,1754,3.27,LR,1799,3.38,LR,1237,2.01,LR
sp4896,Meliosma dumicola,468,1824,2.9,LR,1773,2.79,LR,666,0.42,LR
sp4897,Meliosma flexuosa,2304,2460,0.07,LR,1999,-0.13,LR,987,-0.57,EN
sp4898,Meliosma fordii,2237,2250,0.01,LR,2276,0.02,LR,2502,0.12,LR
sp4899,Meliosma glandulosa,908,872,-0.04,LR,903,-0.01,LR,361,-0.6,EN
sp4900,Meliosma henryi,125,23,-0.82,CE,1,-0.99,CE,52,-0.58,EN
sp4901,Meliosma laui,511,139,-0.73,EN,147,-0.71,EN,399,-0.22,LR
sp4902,Meliosma longipes,271,10,-0.96,CE,48,-0.82,CE,150,-0.45,VU
sp4903,Meliosma myriantha,2539,2274,-0.1,LR,1660,-0.35,VU,1367,-0.46,VU
sp4904,Meliosma myriantha var. discolor,1542,1582,0.03,LR,1010,-0.35,VU,1088,-0.29,LR
sp4905,Meliosma myriantha var. pilosa,1420,1347,-0.05,LR,451,-0.68,EN,267,-0.81,CE
sp4906,Meliosma oldhamii,2879,2503,-0.13,LR,1985,-0.31,VU,1349,-0.53,EN
sp4907,Meliosma oldhamii var. glandulifera,395,51,-0.87,CE,9,-0.98,CE,1,-1,EX
sp4908,Meliosma parviflora,330,418,0.27,LR,160,-0.52,EN,175,-0.47,VU
sp4909,Meliosma paupera,688,573,-0.17,LR,551,-0.2,LR,281,-0.59,EN
sp4910,Meliosma pinnata,132,429,2.25,LR,463,2.51,LR,323,1.45,LR
sp4911,Meliosma rhoifolia,1074,1502,0.4,LR,1130,0.05,LR,713,-0.34,VU
sp4912,Meliosma rhoifolia var. barbulata,1826,2264,0.24,LR,1705,-0.07,LR,1147,-0.37,VU
sp4913,Meliosma rigida,2193,2899,0.32,LR,2756,0.26,LR,1667,-0.24,LR
sp4914,Meliosma rigida var. pannosa,1283,1960,0.53,LR,1501,0.17,LR,1008,-0.21,LR
sp4915,Meliosma squamulata,1313,1320,0.01,LR,1039,-0.21,LR,619,-0.53,EN
sp4916,Meliosma thomsonii,1041,2492,1.39,LR,2517,1.42,LR,1646,0.58,LR
sp4917,Meliosma thorelii,2286,3062,0.34,LR,3656,0.6,LR,4440,0.94,LR
sp4918,Meliosma velutina,304,396,0.3,LR,282,-0.07,LR,450,0.48,LR
sp4919,Meliosma yunnanensis,1022,1959,0.92,LR,1940,0.9,LR,1021,0,LR
sp4920,Melliodendron xylocarpum,1948,2485,0.28,LR,2302,0.18,LR,2320,0.19,LR
sp4921,Melocalamus elevatissimus,218,598,1.74,LR,588,1.7,LR,234,0.07,LR
sp4922,Melodinus axillaris,124,307,1.48,LR,298,1.4,LR,216,0.74,LR
sp4923,Melodinus cochinchinensis,286,389,0.36,LR,368,0.29,LR,332,0.16,LR
sp4924,Melodinus fusiformis,1766,1449,-0.18,LR,1241,-0.3,VU,1454,-0.18,LR
sp4925,Melodinus hemsleyanus,922,734,-0.2,LR,885,-0.04,LR,771,-0.16,LR
sp4926,Melodinus khasianus,344,519,0.51,LR,449,0.31,LR,161,-0.53,EN
sp4927,Melodinus magnificus,233,48,-0.79,EN,72,-0.69,EN,89,-0.62,EN
sp4928,Melodinus morsei,121,54,-0.55,EN,36,-0.7,EN,236,0.95,LR
sp4929,Melodinus suaveolens,1195,1366,0.14,LR,1476,0.24,LR,1975,0.65,LR
sp4930,Melodinus tenuicaudatus,484,386,-0.2,LR,254,-0.48,VU,980,1.02,LR
sp4931,Melodinus yunnanensis,239,488,1.04,LR,317,0.33,LR,424,0.77,LR
sp4932,Memecylon caeruleum,199,588,1.95,LR,661,2.32,LR,120,-0.4,VU
sp4933,Memecylon hainanense,384,810,1.11,LR,708,0.84,LR,765,0.99,LR
sp4934,Memecylon ligustrifolium,1233,984,-0.2,LR,1186,-0.04,LR,2425,0.97,LR
sp4935,Memecylon nigrescens,229,94,-0.59,EN,90,-0.61,EN,96,-0.58,EN
sp4936,Memecylon octocostatum,40,100,1.5,LR,141,2.53,LR,232,4.8,LR
sp4937,Memecylon polyanthum,62,232,2.74,LR,219,2.53,LR,109,0.76,LR
sp4938,Memecylon scutellatum,684,447,-0.35,VU,690,0.01,LR,1264,0.85,LR
sp4939,Merrillanthus hainanensis,289,357,0.24,LR,373,0.29,LR,587,1.03,LR
sp4940,Merrilliopanax alpinus,166,348,1.1,LR,356,1.14,LR,225,0.36,LR
sp4941,Merrilliopanax listeri,887,1889,1.13,LR,1966,1.22,LR,1085,0.22,LR
sp4942,Merrilliopanax membranifolius,1405,1775,0.26,LR,1716,0.22,LR,1552,0.1,LR
sp4943,Mesua ferrea,83,394,3.75,LR,422,4.08,LR,285,2.43,LR
sp4944,Metadina trichotoma,1997,1213,-0.39,VU,1069,-0.46,VU,1404,-0.3,VU
sp4945,Metapanax davidii,1870,1835,-0.02,LR,1622,-0.13,LR,1425,-0.24,LR
sp4946,Metapanax delavayi,854,1049,0.23,LR,1034,0.21,LR,1008,0.18,LR
sp4947,Metasequoia glyptostroboides,663,273,-0.59,EN,110,-0.83,CE,145,-0.78,EN
sp4948,Mezzettiopsis creaghii,81,155,0.91,LR,152,0.88,LR,125,0.54,LR
sp4949,Michelia baillonii,428,750,0.75,LR,675,0.58,LR,529,0.24,LR
sp4950,Michelia balansae,1979,2431,0.23,LR,2600,0.31,LR,3182,0.61,LR
sp4951,Michelia cavaleriei,1234,167,-0.86,CE,60,-0.95,CE,717,-0.42,VU
sp4952,Michelia cavaleriei var. platypetala,1097,408,-0.63,EN,139,-0.87,CE,80,-0.93,CE
sp4953,Michelia champaca,1125,1554,0.38,LR,1257,0.12,LR,1008,-0.1,LR
sp4954,Michelia chapensis,1446,1513,0.05,LR,1380,-0.05,LR,850,-0.41,VU
sp4955,Michelia compressa,162,551,2.4,LR,474,1.93,LR,332,1.05,LR
sp4956,Michelia crassipes,1728,1782,0.03,LR,1506,-0.13,LR,987,-0.43,VU
sp4957,Michelia doltsopa,697,1588,1.28,LR,1558,1.24,LR,671,-0.04,LR
sp4958,Michelia elegans,393,700,0.78,LR,413,0.05,LR,618,0.57,LR
sp4959,Michelia floribunda,1375,1302,-0.05,LR,1254,-0.09,LR,1120,-0.19,LR
sp4960,Michelia foveolata,1795,1667,-0.07,LR,1223,-0.32,VU,999,-0.44,VU
sp4961,Michelia fujianensis,366,1099,2,LR,1031,1.82,LR,745,1.04,LR
sp4962,Michelia fulva,100,0,-1,EX,0,-1,EX,150,0.5,LR
sp4963,Michelia gioi,262,332,0.27,LR,380,0.45,LR,768,1.93,LR
sp4964,Michelia kisopa,81,209,1.58,LR,216,1.67,LR,97,0.2,LR
sp4965,Michelia lacei,250,745,1.98,LR,623,1.49,LR,535,1.14,LR
sp4966,Michelia leveilleana,53,0,-1,EX,0,-1,EX,0,-1,EX
sp4967,Michelia macclurei,888,175,-0.8,CE,184,-0.79,EN,598,-0.33,VU
sp4968,Michelia martinii,1664,512,-0.69,EN,362,-0.78,EN,667,-0.6,EN
sp4969,Michelia masticata,153,348,1.27,LR,291,0.9,LR,280,0.83,LR
sp4970,Michelia maudiae,1578,1688,0.07,LR,1524,-0.03,LR,744,-0.53,EN
sp4971,Michelia mediocris,1031,145,-0.86,CE,117,-0.89,CE,340,-0.67,EN
sp4972,Michelia odora,983,478,-0.51,EN,347,-0.65,EN,162,-0.84,CE
sp4973,Michelia shiluensis,23,1,-0.96,CE,0,-1,EX,4,-0.83,CE
sp4974,Michelia skinneriana,2013,2537,0.26,LR,2089,0.04,LR,2152,0.07,LR
sp4975,Michelia sphaerantha,41,37,-0.1,LR,18,-0.56,EN,0,-1,EX
sp4976,Michelia velutina,683,1634,1.39,LR,1539,1.25,LR,719,0.05,LR
sp4977,Michelia wilsonii,1116,1806,0.62,LR,1865,0.67,LR,828,-0.26,LR
sp4978,Michelia wilsonii ssp. szechuanica,1426,1491,0.05,LR,1759,0.23,LR,1419,0,LR
sp4979,Michelia xanthantha,53,161,2.04,LR,169,2.19,LR,36,-0.32,VU
sp4980,Michelia yunnanensis,1054,891,-0.15,LR,855,-0.19,LR,994,-0.06,LR
sp4981,Microcos chungii,91,165,0.81,LR,164,0.8,LR,137,0.51,LR
sp4982,Microcos paniculata,1481,2214,0.49,LR,2580,0.74,LR,3015,1.04,LR
sp4983,Microdesmis caseariifolia,893,1299,0.45,LR,1574,0.76,LR,1938,1.17,LR
sp4984,Micromelum falcatum,1160,1657,0.43,LR,1962,0.69,LR,1982,0.71,LR
sp4985,Micromelum integerrimum,1520,2000,0.32,LR,2370,0.56,LR,2264,0.49,LR
sp4986,Microtropis biflora,52,76,0.46,LR,90,0.73,LR,5,-0.9,CE
sp4987,Microtropis discolor,490,645,0.32,LR,520,0.06,LR,450,-0.08,LR
sp4988,Microtropis fokienensis,1817,2076,0.14,LR,1656,-0.09,LR,1014,-0.44,VU
sp4989,Microtropis gracilipes,1293,1164,-0.1,LR,692,-0.46,VU,842,-0.35,VU
sp4990,Microtropis macrophylla,169,1418,7.39,LR,1581,8.36,LR,466,1.76,LR
sp4991,Microtropis obliquinervia,1301,397,-0.69,EN,206,-0.84,CE,419,-0.68,EN
sp4992,Microtropis osmanthoides,154,77,-0.5,EN,218,0.42,LR,63,-0.59,EN
sp4993,Microtropis paucinervia,45,0,-1,EX,0,-1,EX,59,0.31,LR
sp4994,Microtropis petelotii,69,0,-1,EX,0,-1,EX,41,-0.41,VU
sp4995,Microtropis reticulata,49,360,6.35,LR,449,8.16,LR,249,4.08,LR
sp4996,Microtropis submembranacea,129,16,-0.88,CE,11,-0.91,CE,337,1.61,LR
sp4997,Microtropis tetragona,402,288,-0.28,LR,110,-0.73,EN,103,-0.74,EN
sp4998,Microtropis thyrsiflora,29,17,-0.41,VU,4,-0.86,CE,27,-0.07,LR
sp4999,Microtropis triflora,801,984,0.23,LR,694,-0.13,LR,384,-0.52,EN
sp5000,Microtropis yunnanensis,344,84,-0.76,EN,44,-0.87,CE,471,0.37,LR
sp5001,Miliusa balansae,1142,387,-0.66,EN,296,-0.74,EN,802,-0.3,VU
sp5002,Miliusa cuneata,85,210,1.47,LR,217,1.55,LR,93,0.09,LR
sp5003,Miliusa prolifica,179,283,0.58,LR,205,0.15,LR,598,2.34,LR
sp5004,Miliusa sinensis,705,1048,0.49,LR,1234,0.75,LR,1367,0.94,LR
sp5005,Miliusa tenuistipitata,262,502,0.92,LR,444,0.69,LR,427,0.63,LR
sp5006,Millettia cubittii,214,410,0.92,LR,372,0.74,LR,145,-0.32,VU
sp5007,Millettia griffithii,276,429,0.55,LR,425,0.54,LR,385,0.39,LR
sp5008,Millettia ichthyochtona,114,14,-0.88,CE,6,-0.95,CE,153,0.34,LR
sp5009,Millettia lantsangensis,44,99,1.25,LR,223,4.07,LR,105,1.39,LR
sp5010,Millettia leptobotrya ,153,295,0.93,LR,298,0.95,LR,167,0.09,LR
sp5011,Millettia oraria,137,188,0.37,LR,294,1.15,LR,69,-0.5,EN
sp5012,Millettia pachycarpa,2466,3084,0.25,LR,3098,0.26,LR,1956,-0.21,LR
sp5013,Millettia pachyloba,567,303,-0.47,VU,337,-0.41,VU,485,-0.14,LR
sp5014,Millettia pulchra,1782,1574,-0.12,LR,1886,0.06,LR,1965,0.1,LR
sp5015,Millettia pulchra var. chinensis,119,25,-0.79,EN,11,-0.91,CE,200,0.68,LR
sp5016,Millettia pulchra var. laxior,566,1414,1.5,LR,1604,1.83,LR,1905,2.37,LR
sp5017,Millettia sapindifolia,225,29,-0.87,CE,20,-0.91,CE,472,1.1,LR
sp5018,Millettia velutina,1258,1475,0.17,LR,1517,0.21,LR,1651,0.31,LR
sp5019,Millingtonia hortensis,534,790,0.48,LR,680,0.27,LR,807,0.51,LR
sp5020,Mimosa bimucronata,195,181,-0.07,LR,246,0.26,LR,763,2.91,LR
sp5021,Mischocarpus pentapetalus,1323,1642,0.24,LR,1866,0.41,LR,2287,0.73,LR
sp5022,Mischocarpus sundaicus,224,197,-0.12,LR,181,-0.19,LR,495,1.21,LR
sp5023,Mitragyna rotundifolia,228,315,0.38,LR,335,0.47,LR,263,0.15,LR
sp5024,Mitrephora maingayi,482,336,-0.3,VU,356,-0.26,LR,667,0.38,LR
sp5025,Mitrephora thorelii,734,1212,0.65,LR,1177,0.6,LR,1336,0.82,LR
sp5026,Mitrephora wangii,160,277,0.73,LR,273,0.71,LR,237,0.48,LR
sp5027,Monimopetalum chinense,196,87,-0.56,EN,9,-0.95,CE,2,-0.99,CE
sp5028,Morinda angustifolia,401,583,0.45,LR,518,0.29,LR,499,0.24,LR
sp5029,Morinda brevipes,192,278,0.45,LR,375,0.95,LR,559,1.91,LR
sp5030,Morinda citrifolia,51,79,0.55,LR,70,0.37,LR,51,0,LR
sp5031,Morinda cochinchinensis,1246,1658,0.33,LR,1923,0.54,LR,2064,0.66,LR
sp5032,Morinda officinalis,1345,1172,-0.13,LR,1220,-0.09,LR,1670,0.24,LR
sp5033,Morinda parvifolia,1524,2182,0.43,LR,2577,0.69,LR,2617,0.72,LR
sp5034,Morinda shuanghuaensis,501,1112,1.22,LR,1070,1.14,LR,1301,1.6,LR
sp5035,Morinda umbellata,3237,3931,0.21,LR,3789,0.17,LR,3656,0.13,LR
sp5036,Morinda villosa,36,110,2.06,LR,107,1.97,LR,41,0.14,LR
sp5037,Morus alba,8323,9414,0.13,LR,9811,0.18,LR,10454,0.26,LR
sp5038,Morus australis,4796,3361,-0.3,VU,2916,-0.39,VU,2816,-0.41,VU
sp5039,Morus cathayana,2510,2315,-0.08,LR,1861,-0.26,LR,1283,-0.49,VU
sp5040,Morus macroura,804,1079,0.34,LR,1070,0.33,LR,892,0.11,LR
sp5041,Morus mongolica,3952,2758,-0.3,VU,2638,-0.33,VU,2204,-0.44,VU
sp5042,Morus notabilis,375,1546,3.12,LR,1184,2.16,LR,626,0.67,LR
sp5043,Morus trilobata,52,11,-0.79,EN,1,-0.98,CE,0,-1,EX
sp5044,Morus wittiorum,1152,487,-0.58,EN,142,-0.88,CE,210,-0.82,CE
sp5045,Mucuna birdwoodiana,1925,781,-0.59,EN,483,-0.75,EN,399,-0.79,EN
sp5046,Mucuna bracteata,59,43,-0.27,LR,86,0.46,LR,233,2.95,LR
sp5047,Mucuna calophylla,237,9,-0.96,CE,13,-0.95,CE,75,-0.68,EN
sp5048,Mucuna cyclocarpa,116,126,0.09,LR,73,-0.37,VU,8,-0.93,CE
sp5049,Mucuna gigantea,54,100,0.85,LR,86,0.59,LR,89,0.65,LR
sp5050,Mucuna hainanensis,779,1152,0.48,LR,1348,0.73,LR,1723,1.21,LR
sp5051,Mucuna interrupta,50,155,2.1,LR,168,2.36,LR,73,0.46,LR
